ST_CODE,PC_NAME,ST_NAME,CAND_NAME,PARTYABBRE,YEAR,PC_NO,PC_TYPE,MONTH,CAND_SEX,TOTVOTPOLL
S04,Bettiah,BIHAR,Dr Madan Prasad Jaiswal,BJP,2000,2,GEN,7,M,343027
S04,Motihari,BIHAR,Radha Mohan Singh,BJP,2000,3,GEN,7,M,338696
S04,Gopalganj,BIHAR,Raghunath Jha,JD(U),2000,4,GEN,7,M,365107
S04,Siwan,BIHAR,M  Sahabuddin,RJD,2000,5,GEN,7,M,385069
S04,Maharajganj,BIHAR,Prabhunath Singh,JD(U),2000,6,GEN,7,M,398475
S04,Chapra,BIHAR,Rajiv Pratap Rudi,BJP,2000,7,GEN,7,M,390477
S04,Hajipur,BIHAR,Ram Vilas Paswan,JD(U),2000,8,SC,7,M,434609
S04,Vaishali,BIHAR,Raghuvansh Prasad Singh,RJD,2000,9,GEN,7,M,308458
S04,Muzaffarpur,BIHAR,Captain Jai Na. Pd. Nishad,JD(U),2000,10,GEN,7,M,363820
S04,Sitamarhi,BIHAR,Nawal Kishore Rai,JD(U),2000,11,GEN,7,M,410557
S04,Sheohar,BIHAR,Md Anwarul Haque,RJD,2000,12,GEN,7,M,347279
S04,Madhubani,BIHAR,Hukumdeo Narayan Yadav,BJP,2000,13,GEN,7,M,328616
S04,Jhanjharpur,BIHAR,Devendra Prasad Yadav,JD(U),2000,14,GEN,7,M,375852
S04,Darbhanga,BIHAR,Kirti Azad,BJP,2000,15,GEN,7,M,395549
S04,Rosera,BIHAR,Ram Chandra Paswan,JD(U),2000,16,SC,7,M,420564
S04,Samastipur,BIHAR,Manjay Lal,JD(U),2000,17,GEN,7,M,368776
S04,Barh,BIHAR,Nitish Kumar,JD(U),2000,18,GEN,7,M,362016
S04,Balia,BIHAR,Ramjivan Singh,JD(U),2000,19,GEN,7,M,169443
S04,Saharsa,BIHAR,Dinesh Chandra Yadav,JD(U),2000,20,GEN,7,M,392926
S04,Madhepura,BIHAR,Sharad Yadav,JD(U),2000,21,GEN,7,M,328761
S04,Araria,BIHAR,Sukdeo Paswan,RJD,2000,22,SC,7,M,308579
S04,Kishanganj,BIHAR,Syed Shahnawaz Hussain,BJP,2000,23,GEN,7,M,258035
S04,Purnea,BIHAR,Rajesh Ranjan,IND,2000,24,GEN,7,M,438193
S04,Katihar,BIHAR,Nikhil Kumar Choudhary,BJP,2000,25,GEN,7,M,280911
S04,Rajmahal,BIHAR,Thomas Hansda,INC,2000,26,ST,7,M,250298
S04,Dumka,BIHAR,Babu Lal Marandi,BJP,2000,27,ST,7,M,201141
S04,Godda,BIHAR,Jagdambi Prasad Yadav,BJP,2000,28,GEN,7,M,221191
S04,Banka,BIHAR,Digvijay Singh,JD(U),2000,29,GEN,7,M,233453
S04,Bhagalpur,BIHAR,Subodh Ray,CPM,2000,30,GEN,7,M,321159
S04,Khagaria,BIHAR,Renu Kumari,JD(U),2000,31,GEN,7,F,293412
S04,Monghyr,BIHAR,Brahma Nand Mandal,JD(U),2000,32,GEN,7,M,346615
S04,Begusarai,BIHAR,Rajo Singh,INC,2000,33,GEN,7,M,318244
S04,Nalanda,BIHAR,George Fernandes,JD(U),2000,34,GEN,7,M,464458
S04,Patna,BIHAR,C P Thakur,BJP,2000,35,GEN,7,M,379370
S04,Arrah,BIHAR,Ram Prasad Singh,RJD,2000,36,GEN,7,M,264140
S04,Buxar,BIHAR,Lal Muni Choubey,BJP,2000,37,GEN,7,M,235968
S04,Sasaram,BIHAR,Muni Lall,BJP,2000,38,SC,7,M,257223
S04,Bikramganj,BIHAR,Kanti Singh,RJD,2000,39,GEN,7,F,346259
S04,Aurangabad,BIHAR,Shyama Singh,INC,2000,40,GEN,7,F,317418
S04,Jahanabad,BIHAR,Arun Kumar,JD(U),2000,41,GEN,7,M,333332
S04,Nawada,BIHAR,Sanjay Paswan,BJP,2000,42,SC,7,M,453943
S04,Gaya,BIHAR,Ramji Manjhi,BJP,2000,43,SC,7,M,319530
S04,Chatra,BIHAR,Nagmani,RJD,2000,44,GEN,7,M,219783
S04,Kodarma,BIHAR,Tilakdhari Pd Singh,INC,2000,45,GEN,7,M,273808
S04,Giridih,BIHAR,Ravindra Kumar Pandey,BJP,2000,46,GEN,7,M,248454
S04,Dhanbad,BIHAR,Rita Verma,BJP,2000,47,GEN,7,F,366065
S04,Hazaribagh,BIHAR,Yashwant Sinha,BJP,2000,48,GEN,7,M,283956
S04,Ranchi,BIHAR,Ram Tahal Choudhary,BJP,2000,49,GEN,7,M,379261
S04,Jamshedpur,BIHAR,Abha Mahato,BJP,2000,50,GEN,7,F,285232
S04,Singhbhum,BIHAR,Laxman Gilua,BJP,2000,51,ST,7,M,231237
S04,Khunti,BIHAR,Kariya Munda,BJP,2000,52,ST,7,M,187484
S04,Lohardaga,BIHAR,Dukha Bhagat,BJP,2000,53,ST,7,M,163658
S04,Palamau,BIHAR,Braj Mohan Ram,BJP,2000,54,SC,7,M,271657
S06,Kutch,GUJARAT,Gadhvi Pushpadan Sambhudan,BJP,2000,1,GEN,7,M,191533
S06,Surendranagar,GUJARAT,Makwana Savshibhai Kanjibhai,INC,2000,2,GEN,7,M,244368
S06,Jamnagar,GUJARAT,Koradiya Chandreshbhai Valjibhai (Chandresh Patel),BJP,2000,3,GEN,7,M,190726
S06,Rajkot,GUJARAT,Dr Kathiriya Vallabhbhai Ramjibhai,BJP,2000,4,GEN,7,M,312941
S06,Porbandar,GUJARAT,Javiya Gordhanbhai Jadavbhai,BJP,2000,5,GEN,7,M,210627
S06,Junagadh,GUJARAT,Chikhaliya Bhavnaben Devrajbhai,BJP,2000,6,GEN,7,F,266809
S06,Amreli,GUJARAT,Dileep Sanghani,BJP,2000,7,GEN,7,M,217670
S06,Bhavnagar,GUJARAT,Rana Rajendrasinh Ghanshyamsinh (Rajubhai Rana),BJP,2000,8,GEN,7,M,265446
S06,Dhandhuka,GUJARAT,Varma Ratilal Kalidas,BJP,2000,9,SC,7,M,229754
S06,Ahmedabad,GUJARAT,Harin Pathak,BJP,2000,10,GEN,7,M,280696
S06,Gandhinagar,GUJARAT,Lal Krishna Advani (L K Advani),BJP,2000,11,GEN,7,M,453229
S06,Mehsana,GUJARAT,Patel Atmaram Maganbhai,INC,2000,12,GEN,7,M,340445
S06,Patan,GUJARAT,Rashtrapal Pravinchandra Somabhai,INC,2000,13,SC,7,M,246798
S06,Banaskantha,GUJARAT,Chaudhary Haribhai Parthibhai,BJP,2000,14,GEN,7,M,308313
S06,Sabarkantha,GUJARAT,Nisha Amarsinh Chaudhary,INC,2000,15,GEN,7,F,334565
S06,Kapadvanj,GUJARAT,Vaghela Shankarsinh Laxmansinh,INC,2000,16,GEN,7,M,413193
S06,Dohad,GUJARAT,Katara Babubhai Khimabhai,BJP,2000,17,ST,7,M,232288
S06,Godhra,GUJARAT,Solanki Bhupendrasinh Prabhatsinh,BJP,2000,18,GEN,7,M,280684
S06,Kaira,GUJARAT,Dinsha Patel,INC,2000,19,GEN,7,M,258024
S06,Anand,GUJARAT,Patel Dipakbhai Chimanbhai   (Sathi),BJP,2000,20,GEN,7,M,273683
S06,Chhota Udaipur,GUJARAT,Ramsinh Rathawa,BJP,2000,21,ST,7,M,248970
S06,Baroda,GUJARAT,Jayaben Thakkar,BJP,2000,22,GEN,7,F,322758
S06,Broach,GUJARAT,Mansukhbhai Vasava,BJP,2000,23,GEN,7,M,290195
S06,Surat,GUJARAT,Kashiram Rana,BJP,2000,24,GEN,7,M,423773
S06,Mandvi,GUJARAT,Patel Mansinhbhai Kalyanji,BJP,2000,25,ST,7,M,320172
S06,Bulsar,GUJARAT,Manibhai Ramjibhai Chaudhari,BJP,2000,26,ST,7,M,300195
S07,Ambala,HARYANA,Rattan Lal Kataria,BJP,2000,1,SC,7,M,357460
S07,Kurukshetra,HARYANA,Prof Kailasho Devi,INLD,2000,2,GEN,7,F,438701
S07,Karnal,HARYANA,I.D. Swami,BJP,2000,3,GEN,7,M,433733
S07,Sonepat,HARYANA,Kishan Singh Sangwan,BJP,2000,4,GEN,7,M,457056
S07,Rohtak,HARYANA,Inder Singh,INLD,2000,5,GEN,7,M,366926
S07,Faridabad,HARYANA,Ram Chander Bainda,BJP,2000,6,GEN,7,M,367842
S07,Mahendragarh,HARYANA,Dr. Sudha Yadav,BJP,2000,7,GEN,7,F,420706
S07,Bhiwani,HARYANA,Ajay Singh Chautala,INLD,2000,8,GEN,7,M,381255
S07,Hissar,HARYANA,Surender Singh Barwala,INLD,2000,9,GEN,7,M,396540
S07,Sirsa,HARYANA,Dr. Sushil Kumar Indora,INLD,2000,10,SC,7,M,419278
S08,Simla,HIMACHAL PRADESH,Lt. Col. Dhani Ram Shandil,HVC,2000,1,SC,7,M,264002
S08,Mandi,HIMACHAL PRADESH,Maheshwar Singh,BJP,2000,2,GEN,7,M,325929
S08,Kangra,HIMACHAL PRADESH,Shanta Kumar,BJP,2000,3,GEN,7,M,325066
S08,Hamirpur,HIMACHAL PRADESH,Suresh Chandel,BJP,2000,4,GEN,7,M,336172
S10,Bidar,KARNATAKA,Ramchandra Veerappa,BJP,2000,1,SC,7,M,350221
S10,Gulbarga,KARNATAKA,Iqbal Ahemed Saradgi,INC,2000,2,GEN,7,M,352359
S10,Raichur,KARNATAKA,A. Venkatesh Naik,INC,2000,3,GEN,7,M,359946
S10,Koppal,KARNATAKA,H.G.Ramulu,INC,2000,4,GEN,7,M,350599
S10,Bellary,KARNATAKA,Kolur Basavanagoud,INC,2000,5,GEN,7,M,259851
S10,Davangere,KARNATAKA,G.Mallikarjunappa,BJP,2000,6,GEN,7,M,398969
S10,Chitradurga,KARNATAKA,Shashi Kumar,JD(U),2000,7,GEN,7,M,370793
S10,Tumkur,KARNATAKA,G.S.Basavaraj,INC,2000,8,GEN,7,M,318922
S10,Chikballapur,KARNATAKA,R.L. Jalappa,INC,2000,9,GEN,7,M,422587
S10,Kolar,KARNATAKA,K.H. Muniyappa,INC,2000,10,SC,7,M,321964
S10,Kanakapura,KARNATAKA,M.V.Chandrashekara Murthy,INC,2000,11,GEN,7,M,532910
S10,Bangalore North,KARNATAKA,C.K Jaffar Sharief,INC,2000,12,GEN,7,M,525523
S10,Bangalore South,KARNATAKA,Ananth Kumar,BJP,2000,13,GEN,7,M,410161
S10,Mandya,KARNATAKA,Ambareesh @ Amaranatha .M.H,INC,2000,14,GEN,7,M,418110
S10,Chamarajanagar,KARNATAKA,V.Sreenivasaprasad,JD(U),2000,15,SC,7,M,311547
S10,Mysore,KARNATAKA,Srikantadatta Narasimharaja Wadiyar,INC,2000,16,GEN,7,M,338051
S10,Mangalore,KARNATAKA,V.Dhananjaya Kumar,BJP,2000,17,GEN,7,M,353536
S10,Udupi,KARNATAKA,Vinay Kumar Sorake,INC,2000,18,GEN,7,M,352326
S10,Hassan,KARNATAKA,G.Putta Swamy Gowda,INC,2000,19,GEN,7,M,398344
S10,Chikmagalur,KARNATAKA,D.C.Srikantappa,BJP,2000,20,GEN,7,M,324470
S10,Shimoga,KARNATAKA,S.Bangarappa,INC,2000,21,GEN,7,M,427870
S10,Kanara,KARNATAKA,Alva Margaret,INC,2000,22,GEN,7,F,356246
S10,Dharwad South,KARNATAKA,Prof. I.G. Sanadi,INC,2000,23,GEN,7,M,355523
S10,Dharwad North,KARNATAKA,Vijay Sankeshwar,BJP,2000,24,GEN,7,M,345197
S10,Belgaum,KARNATAKA,Amarsinh Vasantarao Patil,INC,2000,25,GEN,7,M,383444
S10,Chikkodi,KARNATAKA,Jigajinagi Rameshchandappa,JD(U),2000,26,SC,7,M,392450
S10,Bagalkot,KARNATAKA,R.S. Patil,INC,2000,27,GEN,7,M,378488
S10,Bijapur,KARNATAKA,Basangouda Ramangouda Patil(Yatnal),BJP,2000,28,GEN,7,M,348816
S11,Kasaragod,KERALA,T. Govindan,CPM,2000,1,GEN,7,M,423564
S11,Cannanore,KERALA,A.P. Abdullakkutty,CPM,2000,2,GEN,7,M,428390
S11,Badagara,KERALA,A.K. Premajam,CPM,2000,3,GEN,7,F,404355
S11,Calicut,KERALA,K. Muraleedharan,INC,2000,4,GEN,7,M,383425
S11,Manjeri,KERALA,E. Ahamed,MUL,2000,5,GEN,7,M,437563
S11,Ponnani,KERALA,G.M. Banatwalla,MUL,2000,6,GEN,7,M,372572
S11,Palghat,KERALA,N.N.Krishnadas,CPM,2000,7,GEN,7,M,372536
S11,Ottapalam,KERALA,S. Ajayakumar,CPM,2000,8,SC,7,M,359758
S11,Trichur,KERALA,A.C. Jose,INC,2000,9,GEN,7,M,343793
S11,Mukundapuram,KERALA,K. Karunakaran,INC,2000,10,GEN,7,M,397156
S11,Ernakulam,KERALA,Adv. George Eden,INC,2000,11,GEN,7,M,394058
S11,Muvattupuzha,KERALA,Adv. P.C. Thomas,KEC(M),2000,12,GEN,7,M,357402
S11,Kottayam,KERALA,Suresh Kurup,CPM,2000,13,GEN,7,M,344296
S11,Idukki,KERALA,K. Francis George,KEC,2000,14,GEN,7,M,365313
S11,Alleppey,KERALA,V.M. Sudheeran,INC,2000,15,GEN,7,M,392700
S11,Mavelikara,KERALA,Ramesh Chennithala,INC,2000,16,GEN,7,M,310455
S11,Adoor,KERALA,Kodikunnil Suresh,INC,2000,17,SC,7,M,337003
S11,Quilon,KERALA,P. Rajendran,CPM,2000,18,GEN,7,M,351869
S11,Chirayinkil,KERALA,Varkala Radhakrishnan,CPM,2000,19,GEN,7,M,309304
S11,Trivandrum,KERALA,Advocate V.S. Sivakumar,INC,2000,20,GEN,7,M,288390
S12,Morena,MADHYA PRADESH,Ashok Chhaviram  Argal,BJP,2000,1,SC,7,M,210790
S12,Bhind,MADHYA PRADESH,Dr. Ramlakhan Singh,BJP,2000,2,GEN,7,M,270766
S12,Gwalior,MADHYA PRADESH,Jaibhan Singh Pavaiya,BJP,2000,3,GEN,7,M,254486
S12,Guna,MADHYA PRADESH,Madhavrao Scindia,INC,2000,4,GEN,7,M,443965
S12,Sagar,MADHYA PRADESH,Virendra Kumar,BJP,2000,5,SC,7,M,293357
S12,Khajuraho,MADHYA PRADESH,Satyavrat Chaturvedi ( Vinod Bhaiya ),INC,2000,6,GEN,7,M,335861
S12,Damoh,MADHYA PRADESH,Dr. Ramkrishna Kusmaria,BJP,2000,7,GEN,7,M,246909
S12,Satna,MADHYA PRADESH,Ramanand Singh,BJP,2000,8,GEN,7,M,217932
S12,Rewa,MADHYA PRADESH,Sunder Lal Tiwari,INC,2000,9,GEN,7,M,275115
S12,Sidhi,MADHYA PRADESH,Chandra Pratap Singh ( Baba Sahab),BJP,2000,10,ST,7,M,264981
S12,Shahdol,MADHYA PRADESH,Dalpat Singh,BJP,2000,11,ST,7,M,262229
S12,Surguja,MADHYA PRADESH,Khel Sai Singh,INC,2000,12,ST,7,M,297778
S12,Raigarh,MADHYA PRADESH,Vishnudeo Sai,BJP,2000,13,ST,7,M,276244
S12,Janjgir,MADHYA PRADESH,Dr. Charandas Mahant,INC,2000,14,GEN,7,M,278931
S12,Bilaspur,MADHYA PRADESH,Punnulal Mohale,BJP,2000,15,SC,7,M,274860
S12,Sarangarh,MADHYA PRADESH,P. R. Khute,BJP,2000,16,SC,7,M,281769
S12,Raipur,MADHYA PRADESH,Ramesh Bais,BJP,2000,17,GEN,7,M,354736
S12,Mahasamund,MADHYA PRADESH,Shyama Charan Shukla,INC,2000,18,GEN,7,M,340635
S12,Kanker,MADHYA PRADESH,Sohan Potai,BJP,2000,19,ST,7,M,318040
S12,Bastar,MADHYA PRADESH,Baliram Kashyap,BJP,2000,20,ST,7,M,155421
S12,Durg,MADHYA PRADESH,Tara Chand Sahu,BJP,2000,21,GEN,7,M,389777
S12,Rajnandgaon,MADHYA PRADESH,Dr. Raman,BJP,2000,22,GEN,7,M,304611
S12,Balaghat,MADHYA PRADESH,Prahladsingh Patel,BJP,2000,23,GEN,7,M,251308
S12,Mandla,MADHYA PRADESH,Faggan Singh Kulaste,BJP,2000,24,ST,7,M,232042
S12,Jabalpur,MADHYA PRADESH,Jaishree Banerjee ( Bhabhi Ji),BJP,2000,25,GEN,7,F,300648
S12,Seoni,MADHYA PRADESH,Ram Naresh Tripathi,BJP,2000,26,GEN,7,M,282891
S12,Chhindwara,MADHYA PRADESH,Kamal Nath,INC,2000,27,GEN,7,M,399904
S12,Betul,MADHYA PRADESH,"Vijay Kumar Khandelwal "" Munni Bhaiya""",BJP,2000,28,GEN,7,M,272512
S12,Hoshangabad,MADHYA PRADESH,Sundar Lal Patwa,BJP,2000,29,GEN,7,M,353760
S12,Bhopal,MADHYA PRADESH,Uma Bharti,BJP,2000,30,GEN,7,F,537905
S12,Vidisha,MADHYA PRADESH,Shivraj Singh,BJP,2000,31,GEN,7,M,360421
S12,Rajgarh,MADHYA PRADESH,Laxman Singh,INC,2000,32,GEN,7,M,354234
S12,Shajapur,MADHYA PRADESH,Thavarchand Gehlot,BJP,2000,33,SC,7,M,387607
S12,Khandwa,MADHYA PRADESH,Nandkumarsingh Chouhan ( Nandu Bhaiya ),BJP,2000,34,GEN,7,M,364161
S12,Khargone,MADHYA PRADESH,Tarachand Patel,INC,2000,35,GEN,7,M,354133
S12,Dhar,MADHYA PRADESH,Gajendra Singh Rajukhedi,INC,2000,36,ST,7,M,355482
S12,Indore,MADHYA PRADESH,Sumitra Mahajan,BJP,2000,37,GEN,7,F,474167
S12,Ujjain,MADHYA PRADESH,Dr. Satyanarayan Jatiya,BJP,2000,38,SC,7,M,360103
S12,Jhabua,MADHYA PRADESH,Kantilal Bhuriya,INC,2000,39,ST,7,M,371842
S12,Mandsaur,MADHYA PRADESH,Dr. Lakshaminarayan Pandey,BJP,2000,40,GEN,7,M,395928
S13,Rajapur,MAHARASHTRA,Suresh Prabhakar Prabhu,SHS,2000,1,GEN,7,M,221523
S13,Ratnagiri,MAHARASHTRA,Anant Gangaram Geete,SHS,2000,2,GEN,7,M,293834
S13,Kolaba,MAHARASHTRA,Ramsheth Thakur,PWPI,2000,3,GEN,7,M,274361
S13,Mumbai South,MAHARASHTRA,Jayawanti Mehta,BJP,2000,4,GEN,7,F,144945
S13,Mumbai South Central,MAHARASHTRA,Mohan Vishnu Rawale,SHS,2000,5,GEN,7,M,176323
S13,Mumbai North Central,MAHARASHTRA,Manohar Gajanan Joshi,SHS,2000,6,GEN,7,M,294935
S13,Mumbai North East,MAHARASHTRA,Kirit Somaiya,BJP,2000,7,GEN,7,M,400436
S13,Mumbai North West,MAHARASHTRA,Sunil Dutt,INC,2000,8,GEN,7,M,366669
S13,Mumbai North,MAHARASHTRA,Ram Naik,BJP,2000,9,GEN,7,M,517941
S13,Thane,MAHARASHTRA,Prakash Paranjpe,SHS,2000,10,GEN,7,M,391446
S13,Dahanu,MAHARASHTRA,Adv Chintaman Wanaga,BJP,2000,11,ST,7,M,240866
S13,Nashik,MAHARASHTRA,Dhikale Uttamrao Nathuji,SHS,2000,12,GEN,7,M,303084
S13,Malegaon,MAHARASHTRA,Mahale Haribahu Shankar,JD(S),2000,13,ST,7,M,191643
S13,Dhule,MAHARASHTRA,Ramdas Rupla Gavit,BJP,2000,14,ST,7,M,211904
S13,Nandurbar,MAHARASHTRA,Gavit Manikrao Hodlya,INC,2000,15,ST,7,M,318338
S13,Erandol,MAHARASHTRA,Annasaheb M K Patil,BJP,2000,16,GEN,7,M,297867
S13,Jalgaon,MAHARASHTRA,Y G Mahajan Sir,BJP,2000,17,GEN,7,M,334020
S13,Buldhana,MAHARASHTRA,Adsul Anandrao Vithoba,SHS,2000,18,SC,7,M,294922
S13,Akola,MAHARASHTRA,Ambedkar Prakash Yashwant,BBM,2000,19,GEN,7,M,272243
S13,Washim,MAHARASHTRA,Bhawana Pundlikrao Gawali,SHS,2000,20,GEN,7,F,244820
S13,Amravati,MAHARASHTRA,Gudhe Anant Mahadeoappa,SHS,2000,21,GEN,7,M,319916
S13,Ramtek,MAHARASHTRA,Subodh Mohite,SHS,2000,22,GEN,7,M,242454
S13,Nagpur,MAHARASHTRA,Vilas Muttemwar,INC,2000,23,GEN,7,M,424450
S13,Bhandara,MAHARASHTRA,Chunnilalbhau Thakur,BJP,2000,24,GEN,7,M,291355
S13,Chimur,MAHARASHTRA,Diwathe Namdeo Harbaji,BJP,2000,25,GEN,7,M,300601
S13,Chandrapur,MAHARASHTRA,Puglia Nareshkumar Chunnalal,INC,2000,26,GEN,7,M,328522
S13,Wardha,MAHARASHTRA,Prabha Rao,INC,2000,27,GEN,7,F,249564
S13,Yavatmal,MAHARASHTRA,Uttamrao Deorao Patil,INC,2000,28,GEN,7,M,258535
S13,Hingoli,MAHARASHTRA,Mane Shivaji Gyanbarao,SHS,2000,29,GEN,7,M,297284
S13,Nanded,MAHARASHTRA,Khatgaonkar Bhaskarrao Bapurao,INC,2000,30,GEN,7,M,327293
S13,Parbhani,MAHARASHTRA,Jadhav Suresh Ramrao,SHS,2000,31,GEN,7,M,254019
S13,Jalna,MAHARASHTRA,Danve Raosaheb Dadarao Patil,BJP,2000,32,GEN,7,M,332620
S13,Aurangabad,MAHARASHTRA,Chandrakant Khaire,SHS,2000,33,GEN,7,M,383144
S13,Beed,MAHARASHTRA,Jaysingrao Gaikwad Patil,BJP,2000,34,GEN,7,M,332946
S13,Latur,MAHARASHTRA,Patil Shivraj Vishwanath,INC,2000,35,GEN,7,M,314213
S13,Osmanabad,MAHARASHTRA,Kamble Shivaji Vithalrao,SHS,2000,36,SC,7,M,252135
S13,Sholapur,MAHARASHTRA,Shinde Sushilkumar Sambhajirao,INC,2000,37,GEN,7,M,286578
S13,Pandharpur,MAHARASHTRA,Athawale Ramdas Bandu,IND,2000,38,SC,7,M,413115
S13,Ahmednagar,MAHARASHTRA,Dilipkumar Mansukhlal Gandhi,BJP,2000,39,GEN,7,M,278508
S13,Kopargaon,MAHARASHTRA,E V Alias Balasaheb Vikhe Patil,SHS,2000,40,GEN,7,M,253498
S13,Khed,MAHARASHTRA,Ashok Namdeorao Mohol,NCP,2000,41,GEN,7,M,284476
S13,Pune,MAHARASHTRA,Pradeep Rawat,BJP,2000,42,GEN,7,M,304955
S13,Baramati,MAHARASHTRA,Pawar Sharadchandra Govindrao,NCP,2000,43,GEN,7,M,510928
S13,Satara,MAHARASHTRA,Laxmanrao Pandurang Jadhav Patil,NCP,2000,44,GEN,7,M,313325
S13,Karad,MAHARASHTRA,Shriniwas Dadasaheb Patil (Marulkar),NCP,2000,45,GEN,7,M,350504
S13,Sangli,MAHARASHTRA,Prakash (Bapu) Vasantrao Patil,INC,2000,46,GEN,7,M,381162
S13,Ichalkaranji,MAHARASHTRA,Mane Nivedita Sambhajirao,NCP,2000,47,GEN,7,F,337657
S13,Kolhapur,MAHARASHTRA,Mandlik Sadashivrao Dadoba,NCP,2000,48,GEN,7,M,346459
S18,Mayurbhanj,ORISSA,Salkhan Murmu,BJP,2000,1,ST,7,M,300902
S18,Balasore,ORISSA,Mahameghabahan Aira Kharabela Swain,BJP,2000,2,GEN,7,M,428070
S18,Bhadrak,ORISSA,Arjun Charan Sethi,BJD,2000,3,SC,7,M,397450
S18,Jajpur,ORISSA,Jagannath Mallik,BJD,2000,4,SC,7,M,351442
S18,Kendrapara,ORISSA,Prabhat Kumar Samantray,BJD,2000,5,GEN,7,M,359314
S18,Cuttack,ORISSA,Bhartruhari Mahtab,BJD,2000,6,GEN,7,M,407603
S18,Jagatsinghpur,ORISSA,Trilochan Kanungo,BJD,2000,7,GEN,7,M,439888
S18,Puri,ORISSA,Braja Kishore Tripathy,BJD,2000,8,GEN,7,M,383060
S18,Bhubaneswar,ORISSA,Prasanna Kumar Patasani,BJD,2000,9,GEN,7,M,414429
S18,Aska,ORISSA,Kumudini Patnaik,BJD,2000,10,GEN,7,F,288240
S18,Berhampur,ORISSA,Anadicharan Sahu,BJP,2000,11,GEN,7,M,310704
S18,Koraput,ORISSA,Hema Gamang,INC,2000,12,ST,7,F,277555
S18,Nowrangpur,ORISSA,Parsuram Majhi,BJP,2000,13,ST,7,M,331863
S18,Kalahandi,ORISSA,Bikram Keshari Deo,BJP,2000,14,GEN,7,M,371911
S18,Phulbani,ORISSA,Padmanava Behera,BJD,2000,15,SC,7,M,357024
S18,Bolangir,ORISSA,Sangeeta Kumari Singh Deo,BJP,2000,16,GEN,7,F,404988
S18,Sambalpur,ORISSA,Prasanna Acharya,BJD,2000,17,GEN,7,M,398597
S18,Deogarh,ORISSA,Debendra Pradhan,BJP,2000,18,GEN,7,M,376412
S18,Dhenkanal,ORISSA,Kamakhya Prasad Singh Deo,INC,2000,19,GEN,7,M,248824
S18,Sundargarh,ORISSA,Jual Oram,BJP,2000,20,ST,7,M,326395
S18,Keonjhar,ORISSA,Ananta Nayak,BJP,2000,21,ST,7,M,416956
S19,Gurdaspur,PUNJAB,Vinod Khanna,BJP,2000,1,GEN,7,M,315267
S19,Amritsar,PUNJAB,Raghunandan Lal  Bhatia,INC,2000,2,GEN,7,M,296533
S19,Tarn Taran,PUNJAB,Tarlochan Singh  Tur,SAD,2000,3,GEN,7,M,305899
S19,Jullundur,PUNJAB,Balbir Singh,INC,2000,4,GEN,7,M,267209
S19,Phillaur,PUNJAB,Santosh  Chowdhary,INC,2000,5,SC,7,F,263540
S19,Hoshiarpur,PUNJAB,Charanjit Singh Channi,INC,2000,6,GEN,7,M,256211
S19,Ropar,PUNJAB,Shamsher Singh,INC,2000,7,SC,7,M,326651
S19,Patiala,PUNJAB,Preneet Kaur,INC,2000,8,GEN,7,F,360125
S19,Ludhiana,PUNJAB,Gurcharan Singh Galib,INC,2000,9,GEN,7,M,346928
S19,Sangrur,PUNJAB,Simranjit Singh Mann,SAD(M),2000,10,GEN,7,M,298846
S19,Bhatinda,PUNJAB,Bhan Singh Bhaura,CPI,2000,11,SC,7,M,327484
S19,Faridkot,PUNJAB,Jagmeet Singh  Brar,INC,2000,12,GEN,7,M,418454
S19,Ferozepur,PUNJAB,Zora Singh,SAD,2000,13,GEN,7,M,300236
S20,Ganganagar,RAJASTHAN,Nihal Chand,BJP,2000,1,SC,7,M,358104
S20,Bikaner,RAJASTHAN,Rameshwar Lal Dudi,INC,2000,2,GEN,7,M,493638
S20,Churu,RAJASTHAN,Ram Singh Kaswan,BJP,2000,3,GEN,7,M,351485
S20,Jhunjhunu,RAJASTHAN,Sisram Ola,INC,2000,4,GEN,7,M,330198
S20,Sikar,RAJASTHAN,Subhash Maharia,BJP,2000,5,GEN,7,M,341445
S20,Jaipur,RAJASTHAN,Girdhari Lal Bhargava,BJP,2000,6,GEN,7,M,456720
S20,Dausa,RAJASTHAN,Rama Pilot,INC,2000,7,GEN,7,M,349439
S20,Alwar,RAJASTHAN,Dr. Jaswant Singh Yadav,BJP,2000,8,GEN,7,M,325556
S20,Bharatpur,RAJASTHAN,Vishvendra Singh,BJP,2000,9,GEN,7,M,277460
S20,Bayana,RAJASTHAN,Bahadur Singh,BJP,2000,10,SC,7,M,234881
S20,Sawai Madhopur,RAJASTHAN,Jaskaur,BJP,2000,11,ST,7,F,277014
S20,Ajmer,RAJASTHAN,Rasa Singh Rawat,BJP,2000,12,GEN,7,M,332130
S20,Tonk,RAJASTHAN,Shyam Lal Bansiwal,BJP,2000,13,SC,7,M,287265
S20,Kota,RAJASTHAN,Raghuveer Singh Koushal,BJP,2000,14,GEN,7,M,320205
S20,Jhalawar,RAJASTHAN,Vansundhara Raje,BJP,2000,15,GEN,7,F,409574
S20,Banswara,RAJASTHAN,Tara Chand Bhagora,INC,2000,16,ST,7,M,379775
S20,Salumber,RAJASTHAN,Bheru Lal Meena,INC,2000,17,ST,7,M,290976
S20,Udaipur,RAJASTHAN,Girija Vyas,INC,2000,18,GEN,7,F,372645
