ST_CODE,PC_NAME,ST_NAME,CAND_NAME,PARTYABBRE,YEAR,PC_NO,PC_TYPE,MONTH,CAND_SEX,TOTVOTPOLL
S13,Ichalkaranji,MAHARASHTRA,Mane Nivedita Sambhajirao,NCP,1999,47,GEN,7,F,337657
S13,Kolhapur,MAHARASHTRA,Mandlik Sadashivrao Dadoba,NCP,1999,48,GEN,7,M,346459
S18,Mayurbhanj,ORISSA,Salkhan Murmu,BJP,1999,1,ST,7,M,300902
S18,Balasore,ORISSA,Mahameghabahan Aira Kharabela Swain,BJP,1999,2,GEN,7,M,428070
S18,Bhadrak,ORISSA,Arjun Charan Sethi,BJD,1999,3,SC,7,M,397450
S18,Jajpur,ORISSA,Jagannath Mallik,BJD,1999,4,SC,7,M,351442
S18,Kendrapara,ORISSA,Prabhat Kumar Samantray,BJD,1999,5,GEN,7,M,359314
S18,Cuttack,ORISSA,Bhartruhari Mahtab,BJD,1999,6,GEN,7,M,407603
S18,Jagatsinghpur,ORISSA,Trilochan Kanungo,BJD,1999,7,GEN,7,M,439888
S18,Puri,ORISSA,Braja Kishore Tripathy,BJD,1999,8,GEN,7,M,383060
S18,Bhubaneswar,ORISSA,Prasanna Kumar Patasani,BJD,1999,9,GEN,7,M,414429
S18,Aska,ORISSA,Naveen Patnaik,BJD,1999,10,GEN,7,M,359178
S18,Berhampur,ORISSA,Anadicharan Sahu,BJP,1999,11,GEN,7,M,310704
S18,Koraput,ORISSA,Hema Gamang,INC,1999,12,ST,7,F,277555
S18,Nowrangpur,ORISSA,Parsuram Majhi,BJP,1999,13,ST,7,M,331863
S18,Kalahandi,ORISSA,Bikram Keshari Deo,BJP,1999,14,GEN,7,M,371911
S18,Phulbani,ORISSA,Padmanava Behera,BJD,1999,15,SC,7,M,357024
S18,Bolangir,ORISSA,Sangeeta Kumari Singh Deo,BJP,1999,16,GEN,7,F,404988
S18,Sambalpur,ORISSA,Prasanna Acharya,BJD,1999,17,GEN,7,M,398597
S18,Deogarh,ORISSA,Debendra Pradhan,BJP,1999,18,GEN,7,M,376412
S18,Dhenkanal,ORISSA,Kamakhya Prasad Singh Deo,INC,1999,19,GEN,7,M,248824
S18,Sundargarh,ORISSA,Jual Oram,BJP,1999,20,ST,7,M,326395
S18,Keonjhar,ORISSA,Ananta Nayak,BJP,1999,21,ST,7,M,416956
S19,Gurdaspur,PUNJAB,Vinod Khanna,BJP,1999,1,GEN,7,M,315267
S19,Amritsar,PUNJAB,Raghunandan Lal  Bhatia,INC,1999,2,GEN,7,M,296533
S19,Tarn Taran,PUNJAB,Tarlochan Singh  Tur,SAD,1999,3,GEN,7,M,305899
S19,Jullundur,PUNJAB,Balbir Singh,INC,1999,4,GEN,7,M,267209
S19,Phillaur,PUNJAB,Santosh  Chowdhary,INC,1999,5,SC,7,F,263540
S19,Hoshiarpur,PUNJAB,Charanjit Singh Channi,INC,1999,6,GEN,7,M,256211
S19,Ropar,PUNJAB,Shamsher Singh,INC,1999,7,SC,7,M,326651
S19,Patiala,PUNJAB,Preneet Kaur,INC,1999,8,GEN,7,F,360125
S19,Ludhiana,PUNJAB,Gurcharan Singh Galib,INC,1999,9,GEN,7,M,346928
S19,Sangrur,PUNJAB,Simranjit Singh Mann,SAD(M),1999,10,GEN,7,M,298846
S19,Bhatinda,PUNJAB,Bhan Singh Bhaura,CPI,1999,11,SC,7,M,327484
S19,Faridkot,PUNJAB,Jagmeet Singh  Brar,INC,1999,12,GEN,7,M,418454
S19,Ferozepur,PUNJAB,Zora Singh,SAD,1999,13,GEN,7,M,300236
S20,Ganganagar,RAJASTHAN,Nihal Chand,BJP,1999,1,SC,7,M,358104
S20,Bikaner,RAJASTHAN,Rameshwar Lal Dudi,INC,1999,2,GEN,7,M,493638
S20,Churu,RAJASTHAN,Ram Singh Kaswan,BJP,1999,3,GEN,7,M,351485
S20,Jhunjhunu,RAJASTHAN,Sisram Ola,INC,1999,4,GEN,7,M,330198
S20,Sikar,RAJASTHAN,Subhash Maharia,BJP,1999,5,GEN,7,M,341445
S20,Jaipur,RAJASTHAN,Girdhari Lal Bhargava,BJP,1999,6,GEN,7,M,456720
S20,Dausa,RAJASTHAN,Rajesh Pilot,INC,1999,7,GEN,7,M,372263
S20,Alwar,RAJASTHAN,Dr. Jaswant Singh Yadav,BJP,1999,8,GEN,7,M,325556
S20,Bharatpur,RAJASTHAN,Vishvendra Singh,BJP,1999,9,GEN,7,M,277460
S20,Bayana,RAJASTHAN,Bahadur Singh,BJP,1999,10,SC,7,M,234881
S20,Sawai Madhopur,RAJASTHAN,Jaskaur,BJP,1999,11,ST,7,F,277014
S20,Ajmer,RAJASTHAN,Rasa Singh Rawat,BJP,1999,12,GEN,7,M,332130
S20,Tonk,RAJASTHAN,Shyam Lal Bansiwal,BJP,1999,13,SC,7,M,287265
S20,Kota,RAJASTHAN,Raghuveer Singh Koushal,BJP,1999,14,GEN,7,M,320205
S20,Jhalawar,RAJASTHAN,Vansundhara Raje,BJP,1999,15,GEN,7,F,409574
S20,Banswara,RAJASTHAN,Tara Chand Bhagora,INC,1999,16,ST,7,M,379775
S20,Salumber,RAJASTHAN,Bheru Lal Meena,INC,1999,17,ST,7,M,290976
S20,Udaipur,RAJASTHAN,Girija Vyas,INC,1999,18,GEN,7,F,372645
S20,Chittorgarh,RAJASTHAN,Shrichand Kriplani,BJP,1999,19,GEN,7,M,411275
S20,Bhilwara,RAJASTHAN,Vijayendra Pal Singh,BJP,1999,20,GEN,7,M,287858
S20,Pali,RAJASTHAN,Pusp Jain,BJP,1999,21,GEN,7,M,316844
S20,Jalore,RAJASTHAN,Buta Singh,INC,1999,22,SC,7,M,330652
S20,Barmer,RAJASTHAN,Col. Sonaram Choudhary,INC,1999,23,GEN,7,M,424150
S20,Jodhpur,RAJASTHAN,Jaswant Singh Vishnoi,BJP,1999,24,GEN,7,M,368463
S20,Nagaur,RAJASTHAN,Ram Raghunath Choudhary,INC,1999,25,GEN,7,M,267914
S22,Madras North,TAMIL NADU,"Kuppusamy, C.",DMK,1999,1,GEN,7,M,471101
S22,Madras Central,TAMIL NADU,Murasoli Maran,DMK,1999,2,GEN,7,M,364565
S22,Madras South,TAMIL NADU,"Baalu, T.R.",DMK,1999,3,GEN,7,M,562221
S22,Sriperumbudur,TAMIL NADU,"Krishnaswamy,   A.",DMK,1999,4,SC,7,M,385558
S22,Chengalpattu,TAMIL NADU,"Moorthy, A.K.",PMK,1999,5,GEN,7,M,330551
S22,Arakkonam,TAMIL NADU,"Jagathrakshakan, S. Dr.",DMK,1999,6,GEN,7,M,346520
S22,Vellore,TAMIL NADU,"Shanmugam, N.T.",PMK,1999,7,GEN,7,M,324547
S22,Tiruppattur,TAMIL NADU,"Venugopal, D.",DMK,1999,8,GEN,7,M,350703
S22,Vandavasi,TAMIL NADU,"Durai, M.",PMK,1999,9,GEN,7,M,345539
S22,Tindivanam,TAMIL NADU,Ramachandran N. Gingee.,MDMK,1999,10,GEN,7,M,323234
S22,Cuddalore,TAMIL NADU,"Sankar, Adhi",DMK,1999,11,GEN,7,M,358367
S22,Chidambaram,TAMIL NADU,"Ponnuswamy, E.",PMK,1999,12,SC,7,M,345331
S22,Dharmapuri,TAMIL NADU,"Elangovan, P.D.",PMK,1999,13,GEN,7,M,340162
S22,Krishnagiri,TAMIL NADU,"Vetriselvan, V.",DMK,1999,14,GEN,7,M,347737
S22,Rasipuram,TAMIL NADU,"Saroja, V. Dr.",ADMK,1999,15,SC,7,F,304843
S22,Salem,TAMIL NADU,"Selvaganapathi, T.M.",ADMK,1999,16,GEN,7,M,363689
S22,Tiruchengode,TAMIL NADU,"Kannappan, M.",MDMK,1999,17,GEN,7,M,409293
S22,Nilgiris,TAMIL NADU,"Mathan, M. (Alias) Master Mathan, M.",BJP,1999,18,GEN,7,M,369828
S22,Gobichettipalayam,TAMIL NADU,"Kaliappan, K.K.",ADMK,1999,19,GEN,7,M,299184
S22,Coimbatore,TAMIL NADU,"Radhakrishnan, C.P.",BJP,1999,20,GEN,7,M,430068
S22,Pollachi,TAMIL NADU,"Krishnan, Dr.C.",MDMK,1999,21,SC,7,M,293038
S22,Palani,TAMIL NADU,"Kumarasamy, P.",ADMK,1999,22,GEN,7,M,297850
S22,Dindigul,TAMIL NADU,"Sreenivaasan, C.",ADMK,1999,23,GEN,7,M,294794
S22,Madurai,TAMIL NADU,"Mohan, P.",CPM,1999,24,GEN,7,M,328204
S22,Periyakulam,TAMIL NADU,"Dhinakaran,",ADMK,1999,25,GEN,7,M,303881
S22,Karur,TAMIL NADU,"Chinnasamy, M.",ADMK,1999,26,GEN,7,M,334407
S22,Tiruchirappalli,TAMIL NADU,Arangarajan Kumaramangalam,BJP,1999,27,GEN,7,M,377450
S22,Perambalur,TAMIL NADU,Raja. A.,DMK,1999,28,SC,7,M,330675
S22,Mayiladuturai,TAMIL NADU,Manishankar Aiyar,INC,1999,29,GEN,7,M,324384
S22,Nagapattinam,TAMIL NADU,"Vijayan, A.K.S.",DMK,1999,30,SC,7,M,342237
S22,Thanjavur,TAMIL NADU,Palanimanickam.S.S.,DMK,1999,31,GEN,7,M,295191
S22,Pudukkottai,TAMIL NADU,Thirunavukarasu,MADMK,1999,32,GEN,7,M,396216
S22,Sivaganga,TAMIL NADU,"Sudarsana Natchiappan,E.M.",INC,1999,33,GEN,7,M,246078
S22,Ramanathapuram,TAMIL NADU,Malaisamy.K.,ADMK,1999,34,GEN,7,M,265253
S22,Sivakasi,TAMIL NADU,Vaiko,MDMK,1999,35,GEN,7,M,325829
S22,Tirunelveli,TAMIL NADU,"Pandian, P.H.",ADMK,1999,36,GEN,7,M,249975
S22,Tenkasi,TAMIL NADU,"Murugesan,S.",ADMK,1999,37,SC,7,M,239241
S22,Tiruchendur,TAMIL NADU,"Jayaseelan, A.D.K.",DMK,1999,38,GEN,7,M,237630
S22,Nagercoil,TAMIL NADU,"Radhakrishnan,P.",BJP,1999,39,GEN,7,M,307319
S24,Tehri Garhwal,UTTAR PRADESH,Manabendra Shah,BJP,1999,1,GEN,7,M,207839
S24,Garhwal,UTTAR PRADESH,Maj Gen. (Rtd) Bhuwan Chandra Khanduri(A.V.S.M.),BJP,1999,2,GEN,7,M,239745
S24,Almora,UTTAR PRADESH,Bachi Singh Rawat,BJP,1999,3,GEN,7,M,192388
S24,Nainital,UTTAR PRADESH,Narayan Datt Tiwari,INC,1999,4,GEN,7,M,350381
S24,Bijnor,UTTAR PRADESH,Sheeshram Singh Ravi,BJP,1999,5,SC,7,M,214266
S24,Amroha,UTTAR PRADESH,Rashid Alvi,BSP,1999,6,GEN,7,M,337919
S24,Moradabad,UTTAR PRADESH,Chandra Vijay Singh Alias Baby Raja,ABLTC,1999,7,GEN,7,M,253321
S24,Rampur,UTTAR PRADESH,Begum Noor Bano Urf Mahtab Zamani Begum,INC,1999,8,GEN,7,F,338493
S24,Sambhal,UTTAR PRADESH,Mulayam Singh Yadav,SP,1999,9,GEN,7,M,259430
S24,Budaun,UTTAR PRADESH,Saleem Iqbal Shervani,SP,1999,10,GEN,7,M,236496
S24,Aonla,UTTAR PRADESH,Kunwar Sarvraj Singh,SP,1999,11,GEN,7,M,195839
S24,Bareilly,UTTAR PRADESH,Santosh Gangwar,BJP,1999,12,GEN,7,M,292813
S24,Pilibhit,UTTAR PRADESH,Maneka Gandhi,IND,1999,13,GEN,7,F,433421
S24,Shahjahanpur,UTTAR PRADESH,Kr. Jitendra Prasad,INC,1999,14,GEN,7,M,207167
S24,Kheri,UTTAR PRADESH,Ravi Prakash Verma,SP,1999,15,GEN,7,M,202373
S24,Shahabad,UTTAR PRADESH,Daud Ahmad,BSP,1999,16,GEN,7,M,214146
S24,Sitapur,UTTAR PRADESH,Rajesh Verma,BSP,1999,17,GEN,7,M,211120
S24,Misrikh,UTTAR PRADESH,Sushila Saroj,SP,1999,18,SC,7,F,159279
S24,Hardoi,UTTAR PRADESH,Jai Prakash,ABLTC,1999,19,SC,7,M,206256
S24,Lucknow,UTTAR PRADESH,Atal Bihari Vajpayee,BJP,1999,20,GEN,7,M,362709
S24,Mohanlalganj,UTTAR PRADESH,Reena Chowdhary,SP,1999,21,SC,7,F,182034
S24,Unnao,UTTAR PRADESH,Deepak Kumar,SP,1999,22,GEN,7,M,207242
S24,Rae Bareli,UTTAR PRADESH,Captain Satish Sharma,INC,1999,23,GEN,7,M,224202
S24,Pratapgarh,UTTAR PRADESH,Rajkumari Ratna Singh,INC,1999,24,GEN,7,F,202170
S24,Amethi,UTTAR PRADESH,Sonia Gandhi,INC,1999,25,GEN,7,F,418960
S24,Sultanpur,UTTAR PRADESH,Jai Bhadra Singh,BSP,1999,26,GEN,7,M,173558
S24,Akbarpur,UTTAR PRADESH,Mayawati,BSP,1999,27,SC,7,F,259762
S24,Faizabad,UTTAR PRADESH,Vinay Katiyar,BJP,1999,28,GEN,7,M,193191
S24,Bara Banki,UTTAR PRADESH,Ram Sagar,SP,1999,29,SC,7,M,210958
S24,Kaiserganj,UTTAR PRADESH,Beni Prasad Verma,SP,1999,30,GEN,7,M,233934
S24,Bahraich,UTTAR PRADESH,Padamsen Chaudhary,BJP,1999,31,GEN,7,M,223768
S24,Balrampur,UTTAR PRADESH,Rizvan Zaheer  Alias Rijju Bhaiya,SP,1999,32,GEN,7,M,255267
S24,Gonda,UTTAR PRADESH,Braj Bhushan Sharan Singh,BJP,1999,33,GEN,7,M,243162
S24,Basti,UTTAR PRADESH,Shriram Chauhan,BJP,1999,34,SC,7,M,174378
S24,Domariaganj,UTTAR PRADESH,Ram Pal Singh,BJP,1999,35,GEN,7,M,198263
S24,Khalilabad,UTTAR PRADESH,Bhal Chandra Yadav,SP,1999,36,GEN,7,M,236837
S24,Bansgaon,UTTAR PRADESH,Raj Narayan Pasi,BJP,1999,37,SC,7,M,184684
S24,Gorakhpur,UTTAR PRADESH,Aditya Nath,BJP,1999,38,GEN,7,M,267382
S24,Maharajganj,UTTAR PRADESH,Akhilesh  Singh,SP,1999,39,GEN,7,M,239826
S24,Padrauna,UTTAR PRADESH,Ram Nagina Mishra,BJP,1999,40,GEN,7,M,196651
S24,Deoria,UTTAR PRADESH,Shri Prakash Mani,BJP,1999,41,GEN,7,M,251814
S24,Salempur,UTTAR PRADESH,Babban Rajbhar,BSP,1999,42,GEN,7,M,170558
S24,Ballia,UTTAR PRADESH,Chandra Shekhar,SJP(R),1999,43,GEN,7,M,235946
S24,Ghosi,UTTAR PRADESH,Bal Krishna,BSP,1999,44,GEN,7,M,207105
S24,Azamgarh,UTTAR PRADESH,Rama Kant Yadav,SP,1999,45,GEN,7,M,227616
S24,Lalganj,UTTAR PRADESH,Dr. Bali Ram,BSP,1999,46,SC,7,M,229122
S24,Machhlishahr,UTTAR PRADESH,Chandra Nath Singh,SP,1999,47,GEN,7,M,201509
S24,Jaunpur,UTTAR PRADESH,Chinmayanand,BJP,1999,48,GEN,7,M,207405
S24,Saidpur,UTTAR PRADESH,Tufani Saroj,SP,1999,49,SC,7,M,237438
S24,Ghazipur,UTTAR PRADESH,Manoj,BJP,1999,50,GEN,7,M,240592
S24,Chandauli,UTTAR PRADESH,Jawahar Lal Jaiswal,SP,1999,51,GEN,7,M,265412
S24,Varanasi,UTTAR PRADESH,Shankar Prasad Jaiswal,BJP,1999,52,GEN,7,M,211955
S24,Robertsganj,UTTAR PRADESH,Ram Shakal,BJP,1999,53,SC,7,M,200826
S24,Mirzapur,UTTAR PRADESH,Phoolan Devi,SP,1999,54,GEN,7,F,290849
S24,Phulpur,UTTAR PRADESH,Dharam Raj Singh Patel,SP,1999,55,GEN,7,M,183282
S24,Allahabad,UTTAR PRADESH,Dr. Murli Manohar Joshi,BJP,1999,56,GEN,7,M,219114
S24,Chail,UTTAR PRADESH,Suresh Pasi,BSP,1999,57,SC,7,M,151557
S24,Fatehpur,UTTAR PRADESH,Ashok Patel,BJP,1999,58,GEN,7,M,142911
S24,Banda,UTTAR PRADESH,Ram Sajiwan,BSP,1999,59,GEN,7,M,209995
S24,Hamirpur,UTTAR PRADESH,Ashok Kumar Singh Chandel,BSP,1999,60,GEN,7,M,217732
S24,Jhansi,UTTAR PRADESH,Sujan Singh Bundela,INC,1999,61,GEN,7,M,283387
S24,Jalaun,UTTAR PRADESH,Brij Lal Khabri,BSP,1999,62,SC,7,M,197705
S24,Ghatampur,UTTAR PRADESH,Pyare Lal Sankhwar,BSP,1999,63,SC,7,M,156582
S24,Bilhaur,UTTAR PRADESH,Shyam Bihari Mishra,BJP,1999,64,GEN,7,M,192054
S24,Kanpur,UTTAR PRADESH,Sriprakash Jaiswal,INC,1999,65,GEN,7,M,293610
S24,Etawah,UTTAR PRADESH,Raghuraj Singh Shakya,SP,1999,66,GEN,7,M,233065
S24,Kannauj,UTTAR PRADESH,Mulayam Singh Yadav,SP,1999,67,GEN,7,M,291617
S24,Farrukhabad,UTTAR PRADESH,Chandra Bhushan Singh (Munnoo Babu),SP,1999,68,GEN,7,M,222984
S24,Mainpuri,UTTAR PRADESH,Balram Singh Yadav,SP,1999,69,GEN,7,M,244113
S24,Jalesar,UTTAR PRADESH,Prof. S.P. Singh Baghel,SP,1999,70,GEN,7,M,217336
S24,Etah,UTTAR PRADESH,Kr. Devendra Singh Yadav,SP,1999,71,GEN,7,M,226999
S24,Firozabad,UTTAR PRADESH,Ram Jilal Suman,SP,1999,72,SC,7,M,289459
S24,Agra,UTTAR PRADESH,Raj Babbar,SP,1999,73,GEN,7,M,288558
S24,Mathura,UTTAR PRADESH,Ch. Tejvir Singh,BJP,1999,74,GEN,7,M,210212
S24,Hathras,UTTAR PRADESH,Kishan Lal Diler,BJP,1999,75,SC,7,M,178253
S24,Aligarh,UTTAR PRADESH,Sheela Gautam,BJP,1999,76,GEN,7,F,219313
S24,Khurja,UTTAR PRADESH,Ashok Kumar Pradhan,BJP,1999,77,SC,7,M,216011
S24,Bulandshahr,UTTAR PRADESH,Chhatra Pal,BJP,1999,78,GEN,7,M,180102
S24,Hapur,UTTAR PRADESH,Ramesh Chand Tomar,BJP,1999,79,GEN,7,M,234525
S24,Meerut,UTTAR PRADESH,Avtar Singh Bhadana,INC,1999,80,GEN,7,M,258456
S24,Baghpat,UTTAR PRADESH,Ajit Singh,RLD,1999,81,GEN,7,M,358069
S24,Muzaffarnagar,UTTAR PRADESH,Saiduzzaman,INC,1999,82,GEN,7,M,196669
S24,Kairana,UTTAR PRADESH,Amir Alam,RLD,1999,83,GEN,7,M,206345
S24,Saharanpur,UTTAR PRADESH,Mansoor Ali Khan,BSP,1999,84,GEN,7,M,235659
S24,Hardwar,UTTAR PRADESH,Harpal Singh Sathi,BJP,1999,85,SC,7,M,236844
S25,Cooch Behar,WEST BENGAL,Amar Roy Pradhan,FBL,1999,1,SC,7,M,443148
S25,Alipurduars,WEST BENGAL,Joachim Baxla,RSP,1999,2,ST,7,M,389919
S25,Jalpaiguri,WEST BENGAL,Minati Sen,CPM,1999,3,GEN,7,F,405785
S25,Darjeeling,WEST BENGAL,S.P. Lepcha,CPM,1999,4,GEN,7,M,256826
S25,Raiganj,WEST BENGAL,Priya Ranjan Dasmunsi,INC,1999,5,GEN,7,M,409331
S25,Balurghat,WEST BENGAL,Barman Ranen,RSP,1999,6,SC,7,M,375669
S25,Malda,WEST BENGAL,Abul Barkat Ataul Ghani Khan Choudhury,INC,1999,7,GEN,7,M,325833
S25,Jangipur,WEST BENGAL,Abul Hasnat Khan,CPM,1999,8,GEN,7,M,352580
S25,Murshidabad,WEST BENGAL,Moinul Hassan,CPM,1999,9,GEN,7,M,391366
S25,Berhampore,WEST BENGAL,Adhir Ranjan Chowdhury,INC,1999,10,GEN,7,M,434073
S25,Krishnagar,WEST BENGAL,Satyabrata Mookherjee,BJP,1999,11,GEN,7,M,366954
S25,Nabadwip,WEST BENGAL,Ananda Mohan Biswas,AITC,1999,12,SC,7,M,459319
S25,Barasat,WEST BENGAL,Dr.Ranjit Kumar Panja,AITC,1999,13,GEN,7,M,518520
S25,Basirhat,WEST BENGAL,Ajoy Chakraborty,CPI,1999,14,GEN,7,M,407903
S25,Joynagar,WEST BENGAL,Sanat Kumar Mondal,RSP,1999,15,SC,7,M,396383
S25,Mathurapur,WEST BENGAL,Radhika Ranjan Pramanik,CPM,1999,16,SC,7,M,382962
S25,Diamond Harbour,WEST BENGAL,Samik Lahiri,CPM,1999,17,GEN,7,M,402761
S25,Jadavpur,WEST BENGAL,Krishna Bose,AITC,1999,18,GEN,7,F,485366
S25,Barrackpore,WEST BENGAL,Tarit Baran Topdar,CPM,1999,19,GEN,7,M,399269
S25,Dum Dum,WEST BENGAL,Tapan Sikdar,BJP,1999,20,GEN,7,M,614471
S25,Calcutta North West,WEST BENGAL,Sudip Bandyopadhyay,AITC,1999,21,GEN,7,M,206684
S25,Calcutta North East,WEST BENGAL,Ajit Kumar Panja,AITC,1999,22,GEN,7,M,297491
S25,Calcutta South,WEST BENGAL,Mamata Banerjee,AITC,1999,23,GEN,7,F,469103
S25,Howrah,WEST BENGAL,Swadesh Chakraborty,CPM,1999,24,GEN,7,M,490537
S25,Uluberia,WEST BENGAL,Hannan Mollah,CPM,1999,25,GEN,7,M,399397
S25,Serampore,WEST BENGAL,Akbor Ali Khandoker,AITC,1999,26,GEN,7,M,411406
S25,Hooghly,WEST BENGAL,Rupchand Pal,CPM,1999,27,GEN,7,M,440674
S25,Arambagh,WEST BENGAL,Anil Basu,CPM,1999,28,GEN,7,M,503920
S25,Panskura,WEST BENGAL,Gita Mukherjee,CPI,1999,29,GEN,7,F,401431
S25,Tamluk,WEST BENGAL,Lakshman Chandra Seth,CPM,1999,30,GEN,7,M,455168
S25,Contai,WEST BENGAL,Neetish  Sengupta,AITC,1999,31,GEN,7,M,395048
S25,Midnapore,WEST BENGAL,Indrajit Gupta,CPI,1999,32,GEN,7,M,414545
S25,Jhargram,WEST BENGAL,Rupchand Murmu,CPM,1999,33,ST,7,M,402325
S25,Purulia,WEST BENGAL,Birsingh Mahato,FBL,1999,34,GEN,7,M,351143
S25,Bankura,WEST BENGAL,Acharia Basudeb,CPM,1999,35,GEN,7,M,381720
S25,Vishnupur,WEST BENGAL,Sandhya Bauri,CPM,1999,36,SC,7,F,483084
S25,Durgapur,WEST BENGAL,Sunil Khan,CPM,1999,37,SC,7,M,461940
S25,Asansol,WEST BENGAL,Bikash Chowdhury,CPM,1999,38,GEN,7,M,377265
S25,Burdwan,WEST BENGAL,Sar Nikhilananda,CPM,1999,39,GEN,7,M,598170
S25,Katwa,WEST BENGAL,Mahboob Zahedi,CPM,1999,40,GEN,7,M,461502
S25,Bolpur,WEST BENGAL,Somnath Chatterjee,CPM,1999,41,GEN,7,M,464199
S25,Birbhum,WEST BENGAL,Ram Chandra Dome,CPM,1999,42,SC,7,M,373687
U05,New Delhi,DELHI,Jag Mohan,BJP,1999,1,GEN,7,M,124626
U05,South Delhi,DELHI,Vijay Kumar Malhotra,BJP,1999,2,GEN,7,M,261230
U05,Outer Delhi,DELHI,Sahib Singh Verma,BJP,1999,3,GEN,7,M,709692
U05,East Delhi,DELHI,Lal Bihari Tiwari,BJP,1999,4,GEN,7,M,521434
U05,Chandni Chowk,DELHI,Vijay Goel,BJP,1999,5,GEN,7,M,74001
U05,Delhi Sadar,DELHI,Madan Lal Khurana,BJP,1999,6,GEN,7,M,143186
U05,Karol Bagh,DELHI,Anita Arya,BJP,1999,7,SC,7,F,128956
S01,Srikakulam,ANDHRA,Yerrannaidu Kinjarapu,TDP,2000,1,GEN,7,M,373851
S01,Parvathipuram,ANDHRA,Dadichiluka Veera Gouri Sankara Rao,TDP,2000,2,ST,7,M,304000
S01,Bobbili,ANDHRA,Botcha Satyanarayana,INC,2000,3,GEN,7,M,339768
S01,Visakhapatnam,ANDHRA,M.V.V.S.Murthy,TDP,2000,4,GEN,7,M,442036
S01,Bhadrachalam,ANDHRA,Dumpa Mary Vijaya Kumari,TDP,2000,5,ST,7,F,293593
S01,Anakapalli,ANDHRA,Ganta Srinivasa Rao,TDP,2000,6,GEN,7,M,392984
S01,Kakinada,ANDHRA,Mudragada Padmanabham,TDP,2000,7,GEN,7,M,435811
S01,Rajahmundry,ANDHRA,Satyanarayana Rao S.B.P.B.K,BJP,2000,8,GEN,7,M,411956
S01,Amalapuram,ANDHRA,Ganti Mohanachandra Balayogi,TDP,2000,9,SC,7,M,368476
S01,Narasapur,ANDHRA,Uppalapati Venkata Krishnam Raju,BJP,2000,10,GEN,7,M,421099
S01,Eluru,ANDHRA,Bolla Bulli Ramaiah,TDP,2000,11,GEN,7,M,435884
S01,Machilipatnam,ANDHRA,Ambati Brahmanaiah,TDP,2000,12,GEN,7,M,387533
S01,Vijayawada,ANDHRA,Gadde Rama Mohan,TDP,2000,13,GEN,7,M,482968
S01,Tenali,ANDHRA,Ummareddy Venkateswarlu,TDP,2000,14,GEN,7,M,339800
S01,Guntur,ANDHRA,Yemparala Venkateswararao,TDP,2000,15,GEN,7,M,399065
S01,Bapatla,ANDHRA,D. Rama Naidu,TDP,2000,16,GEN,7,M,399596
S01,Narasaraopet,ANDHRA,Janardhanareddy Nedurumalli,INC,2000,17,GEN,7,M,432266
S01,Ongole,ANDHRA,Karanam Balarama Krishna Murthy,TDP,2000,18,GEN,7,M,392840
S01,Nellore,ANDHRA,Rajeswaramma Vukkala,TDP,2000,19,SC,7,F,381166
S01,Tirupathi,ANDHRA,Dr.N.Venkataswamy,BJP,2000,20,SC,7,M,386478
S01,Chittoor,ANDHRA,Noothana Kalva Ramakrishna Reddy,TDP,2000,21,GEN,7,M,419208
S01,Rajampet,ANDHRA,Gunipati Ramaiah,TDP,2000,22,GEN,7,M,322107
S01,Cuddapah,ANDHRA,Vivekananda Reddy  Y.S.,INC,2000,23,GEN,7,M,367833
S01,Hindupur,ANDHRA,B.K. Parthasarathi,TDP,2000,24,GEN,7,M,432575
S01,Anantapur,ANDHRA,Kalava Srinivasulu,TDP,2000,25,GEN,7,M,378488
S01,Kurnool,ANDHRA,Kambhalapati E. Krishna Murthy,TDP,2000,26,GEN,7,M,385688
S01,Nandyal,ANDHRA,Bhuma  Nagi Reddy,TDP,2000,27,GEN,7,M,391655
S01,Nagarkurnool,ANDHRA,Dr.Manda Jagannath,TDP,2000,28,SC,7,M,431095
S01,Mahabubnagar,ANDHRA,A.P.Jitender Reddy,BJP,2000,29,GEN,7,M,391588
S01,Hyderabad,ANDHRA,Sultan Salahuddin Owaisi,AIMIM,2000,30,GEN,7,M,448165
S01,Secunderabad,ANDHRA,Bandaru Dattatraya,BJP,2000,31,GEN,7,M,506626
S01,Siddipet,ANDHRA,M. Rajaiah,TDP,2000,32,SC,7,M,583346
S01,Medak,ANDHRA,A. Narendra,BJP,2000,33,GEN,7,M,400244
S01,Nizamabad,ANDHRA,Ganga Reddy Gaddam,TDP,2000,34,GEN,7,M,373260
S01,Adilabad,ANDHRA,Dr. S. Venugopal Chary,TDP,2000,35,GEN,7,M,390308
S01,Peddapalli,ANDHRA,Dr.Smt.C. Suguna Kumari,TDP,2000,36,SC,7,F,406529
S01,Karimnagar,ANDHRA,Chennamaneni Vidyasagar Rao,BJP,2000,37,GEN,7,M,398437
S01,Hanamkonda,ANDHRA,Chada Suresh Reddy,TDP,2000,38,GEN,7,M,375285
S01,Warangal,ANDHRA,Bodakunti Venkateshwarlu,TDP,2000,39,GEN,7,M,385593
S01,Khammam,ANDHRA,Renuka Chowdhury,INC,2000,40,GEN,7,F,328596
S01,Nalgonda,ANDHRA,Gutha Sukender Reddy,TDP,2000,41,GEN,7,M,427505
S01,Miryalguda,ANDHRA,Jaipal Reddy Sudini,INC,2000,42,GEN,7,M,401437
S04,Bagaha,BIHAR,Mahendra Baitha,JD(U),2000,1,SC,7,M,261498
