ALIGARH,Uttar Pradesh, SHEELA GAUTAM,BJP,1996
ALMORA,Uttar Pradesh, BACHI SINGH RAWAT,BJP,1996
AMETHI,Uttar Pradesh, SATISH SHARMA,INC,1996
AMROHA,Uttar Pradesh, PRATAP SINGH,SP,1996
AZAMGARH,Uttar Pradesh, RAMA KANT YADAV,SP,1996
BAGHPAT,Uttar Pradesh, AJIT SINGH,INC,1996
BAHRAICH,Uttar Pradesh, PADAM SEN CHAUDHARI,BJP,1996
BALLIA,Uttar Pradesh, CHANDRA SHEKHAR,SAP,1996
BALRAMPUR,Uttar Pradesh, SATYADEV SINGH,BJP,1996
BANDA,Uttar Pradesh, RAM SAJEEVAN SINGH,BSP,1996
BANSGAON (SC),Uttar Pradesh, SUBHAWATI DEBI,SP,1996
BAREILLY,Uttar Pradesh, SANTOSH KUMAR GANGWAR,BJP,1996
BASTI (SC),Uttar Pradesh, SRIRAM CHAUHAN,BJP,1996
BIJNOR (SC),Uttar Pradesh, MANGAL RAM PREMI,BJP,1996
BILHAUR,Uttar Pradesh, SHYAM BEHARI S/O BAIJ NATH,BJP,1996
BUDAUN,Uttar Pradesh, SALIM IQBAL SHERVANI,SP,1996
BULANDSHAHR,Uttar Pradesh, CHATTAR PAL,BJP,1996
CHAIL,Uttar Pradesh, (SC) AMRIT LAL BHARTI,BJP,1996
CHANDAULI,Uttar Pradesh, ANAND RATNA MAURYA,BJP,1996
DEORIA,Uttar Pradesh, SHRIPRAKASH MANI,BJP,1996
DOMARIAGANJ,Uttar Pradesh, BRIJ BHUSHAN TIWARI,SP,1996
ETAH,Uttar Pradesh, MAHADEEPAK SINGH,BJP,1996
ETAWAH,Uttar Pradesh, RAM SINGH SHAKYA,SP,1996
FAIZABAD,Uttar Pradesh, VINAY KATIYAR,BJP,1996
FARRUKHABAD,Uttar Pradesh, SWAMI SACCHIDANAND SAKSHI,BJP,1996
FATEHPUR,Uttar Pradesh, VISHAMBHAR PRATAP NISHAD,BSP,1996
FIROZABAD (SC),Uttar Pradesh, PRABHUDAYAL KATHERIA,BJP,1996
GARHWAL,Uttar Pradesh, SATPAL MAHARAJ,AIIC(T),1996
GHATAMPUR (SC),Uttar Pradesh, KAMAL RANI,BJP,1996
GHAZIPUR,Uttar Pradesh, MANOJ,BJP,1996
GHOSI,Uttar Pradesh, KALAPNATH RAI,IND,1996
GONDA,Uttar Pradesh, KETKI DEVI SINGH,BJP,1996
GORAKHPUR,Uttar Pradesh, AVAIDYANATH,BJP,1996
HAMIRPUR,Uttar Pradesh, GANGA CHARAN RAJPUT,BJP,1996
HAPUR,Uttar Pradesh, RAMESH CHAND TOMAR,BJP,1996
HARDOI (SC),Uttar Pradesh, JAIPRAKASH,BJP,1996
HATHRAS (SC),Uttar Pradesh, KISHAN LAL DILER,BJP,1996
JALAUN (SC),Uttar Pradesh, BHANU PRATAP SINGH,BJP,1996
JALESAR,Uttar Pradesh, OM PAL SINGH NIGAR,BJP,1996
JAUNPUR,Uttar Pradesh, RAJ KESHAR,BJP,1996
JHANSI,Uttar Pradesh, RAJENDRA AGNIHOTRI,BJP,1996
KAIRANA,Uttar Pradesh, MUNAWWAR HASAN,SP,1996
KAISERGANJ,Uttar Pradesh, BENI PRASAD VERMA,SP,1996
KANNAUJ,Uttar Pradesh, CHANDRA BHUSAN SINGH ALIAS MUNOO BABOO,BJP,1996
KANPUR,Uttar Pradesh, JAGATVEER SINGH DRON,BJP,1996
KHALILABAD,Uttar Pradesh, SURENDRA YADAV,JD,1996
KHERI,Uttar Pradesh, GAINDANLAL KANAUJIYA,BJP,1996
KHURJA (SC),Uttar Pradesh, ASHOK KUMAR PRADHAN,BJP,1996
LALGANJ (SC),Uttar Pradesh, BALI RAM,BSP,1996
LUCKNOW,Uttar Pradesh, ATAL BIHARI VAJPAYEE,BJP,1996
MACHHLISHAHR,Uttar Pradesh, RAM VILAS VEDDANTI,BJP,1996
MAHARAJGANJ,Uttar Pradesh, PANKAJ CHAUDHARY,BJP,1996
MAINPURI,Uttar Pradesh, MULAYAM SINGH YADAV,SP,1996
MATHURA,Uttar Pradesh, TEJ VEER SINGH,BJP,1996
MEERUT,Uttar Pradesh, AMAR PAL SINGH,BJP,1996
MIRZAPUR,Uttar Pradesh, PHULAN DEVI,SP,1996
MISRIKH (SC),Uttar Pradesh, CHAUDHARY PARAGI LAL,BJP,1996
MOHANLALGANJ (SC),Uttar Pradesh, PURNIMA VERMA,BJP,1996
MORADABAD,Uttar Pradesh, SHAFIQUR RAHMAN WARQ,SP,1996
MUZAFFARNAGAR,Uttar Pradesh, SOHAN VEER,BJP,1996
NAINITAL,Uttar Pradesh, NARAYAN DUTT TIWARI,AIIC(T),1996
PADRAUNA,Uttar Pradesh, RAM NAGINA MISRA,BJP,1996
PHULPUR,Uttar Pradesh, JANG BAHADUR SINGH PATEL,SP,1996
PILIBHIT,Uttar Pradesh, MANEKA GANDHI,JD,1996
PRATAPGARH,Uttar Pradesh, RAJKUMARI RATNA SINGH,INC,1996
RAE BARELI,Uttar Pradesh, ASHOK SINGH S/O DEVENRA NATH SINGH,BJP,1996
RAMPUR,Uttar Pradesh, BEGAM NURBANO ALIAS MEHTAB ZAMANI BEGUM,INC,1996
ROBERTSGANJ (SC),Uttar Pradesh, RAMSHAKAL,BJP,1996
SAHARANPUR,Uttar Pradesh, NAKLI SINGH,BJP,1996
SAIDPUR (SC),Uttar Pradesh, VIDHYASAGAR,BJP,1996
SALEMPUR,Uttar Pradesh, HARIVANSH SAHAY,SP,1996
SAMBHAL,Uttar Pradesh, DHARMPAL YADAV ALIAS D.P.YADAV,BSP,1996
SHAHABAD,Uttar Pradesh, ALIYAS AZMI,BSP,1996
SHAHJAHANPUR,Uttar Pradesh, RAM MURTHI SINGH,INC,1996
SITAPUR,Uttar Pradesh, MUKHTAR ANIS,SP,1996
SULTANPUR,Uttar Pradesh, DEVENDRA BAHADUR RAI,BJP,1996
UNNAO,Uttar Pradesh, DEVI BUX,BJP,1996
VARANASI,Uttar Pradesh, SHANKAR PRASAD JAISWAL,BJP,1996
TEHRI GARHWAL ,Uttar Pradesh,MANBENDER SHAH BJP,BJP,1996
AONLA,Uttar Pradesh, KUNWAR SARVRAJ SINGH,SP,1996
BARA BANKI (SC) ,Uttar Pradesh,RAM SAGAR ,SP,1996
ALLAHABAD ,Uttar Pradesh,MURLI MANOHAR JOSHI ,BJP,1996
HARDWAR (SC) ,Uttar Pradesh,HARPAL SATHI ,BJP,1996
ASANSOL,West Bengal, HARADHAN ROY,CPM,1996
BALURGHAT (SC),West Bengal, BARMAN RANEN,RSP,1996
BANKURA,West Bengal, ACHARIA BASUDEB,CPM,1996
BARASAT,West Bengal, CHITTA BASU,FBL,1996
BARRACKPORE,West Bengal, TARIT BARAN TOPDAR,CPM,1996
BOLPUR,West Bengal, SOMNATH CHATTERJEE,CPM,1996
BURDWAN,West Bengal, BALAI RAY,CPM,1996
CALCUTTA SOUTH,West Bengal, MAMATA BANERJEE,INC,1996
CONTAI,West Bengal, SUDHIR GIRI,CPM,1996
DARJEELING,West Bengal, R B RAI,CPM,1996
DIAMOND HARBOUR,West Bengal, SAMIK LAHIRI,CPM,1996
DUM DUM,West Bengal, NIRMAL KANTI CHATTERJEE,CPM,1996
DURGAPUR (SC),West Bengal, SUNIL KHAN,CPM,1996
HOOGHLY,West Bengal, RUPCHAND PAL,CPM,1996
HOWRAH,West Bengal, PRIYA RANJAN DAS MUNSI,INC,1996
JADAVPUR,West Bengal, KRISHNA BOSE,INC,1996
JALPAIGURI,West Bengal, JITENDRA NATH DAS,CPM,1996
JANGIPUR,West Bengal, MD. IDRIS ALI,INC,1996
JHARGRAM (ST),West Bengal, RUPCHAND MURMU,CPM,1996
KATWA,West Bengal, MAHABOOB ZAHEDI,CPM,1996
KRISHNAGAR,West Bengal, AJOAY MUKHOPADHYAY,CPM,1996
MALDA,West Bengal, ABUL BARKAT ATAUL G K CHOUDHURY,INC,1996
MATHURAPUR (SC),West Bengal, RADHIKA RANJAN PRAMANIK,CPM,1996
MIDNAPORE,West Bengal, INDRAJIT GUPTA,CPI,1996
MURSHIDABAD,West Bengal, MASUDAL HOSSAIN SYED,CPM,1996
NABADWIP (SC),West Bengal, ASIM BALA,CPM,1996
PANSKURA,West Bengal, GEETA MUKHERJEE,CPI,1996
PURULIA,West Bengal, BIR SING MAHATO,FBL,1996
RAIGANJ,West Bengal, SUBRATA MUKHERJEE,CPM,1996
SERAMPORE,West Bengal, PRADIP BHATTACHARYA,INC,1996
TAMLUK,West Bengal, JAYANTA BHATTACHARYA,INC,1996
ULUBERIA,West Bengal, HANNAN MOLLAH,CPM,1996
VISHNUPUR (SC),West Bengal, SANDHYA BAURI,CPM,1996
COOCH BEHAR (SC) ,West Bengal,AMAR ROY PRADHAN ,FBL,1996
ALIPURDUARS (ST) ,West Bengal,JOACHIM BAXLA ,RSP,1996
BERHAMPORE ,West Bengal,PRAMOTHES MUKHERJEE ,RSP,1996
BASIRHAT ,West Bengal,AJAY CHAKRABORTY ,CPI,1996
JOYNAGAR (SC) ,West Bengal,SANAT KUMAR MANDAL ,RSP,1996
CALCUTTA NORTH WEST ,West Bengal,DEBI PROSAD PAL ,INC,1996
CALCUTTA NORTH EAST ,West Bengal,AJIT KUMAR PANJA ,INC,1996
ARAMBAGH ,West Bengal,ANIL BASU ,CPM,1996
BIRBHUM (SC) ,West Bengal,RAMCHANDRA DOME  ,CPM,1996
ADILABAD,Andhra, S. VENUGOPALA CHARY,TDP,1997
AMALAPURAM (SC),Andhra, K.S.R MURTHY,INC,1997
ANAKAPALLI,Andhra, AYYANNA PAURUDU CHINTAKAYALA,TDP,1997
ANANTAPUR,Andhra, ANANTHA VENKATARAMI REDDY,INC,1997
BAPATLA,Andhra, UMMAREDDY VENKATESWARLU,TDP,1997
BHADRACHALAM (ST),Andhra, SODE RAMAIAH,CPI,1997
BOBBILI,Andhra, KONDAPALLI PYDITHALLI NAIDU,TDP,1997
CHITTOOR,Andhra, N.RAMAKRISHNA REDDY,TDP,1997
CUDDAPAH,Andhra, RAJASEKHARA REDDY Y.S.,INC,1997
ELURU,Andhra, BOLLA BULI RAMAIAH,TDP,1997
GUNTUR,Andhra, RAYAPATI SAMBA SIVA RAO,INC,1997
HANAMKONDA,Andhra, M. KAMALUDDIN AHMED,INC,1997
HINDUPUR,Andhra, S.RAMACHANDRA REDDY,TDP,1997
HYDERABAD,Andhra, SULTAN SALAHUDDIN OWAISI,AIMIM,1997
KAKINADA,Andhra, GOPALAKRISHNA THOTA,TDP,1997
KARIMNAGAR,Andhra, LGANDULA RAMANA,TDP,1997
KHAMMAM,Andhra, VEERABHADRAM TAMMINENI,CPM,1997
KURNOOL,Andhra, KOTLA VIJAYA BHASKARA REDDY,INC,1997
MACHILIPATNAM,Andhra, SATYANARAYANA KAIKALA,TDP,1997
MAHABUBNAGAR,Andhra, MALLIKARJUN,INC,1997
MEDAK,Andhra, M. BAAGA REDDY,INC,1997
MIRYALGUDA ,Andhra,NARSIMHA REDDY BADDAM ,INC,1997
NAGARKURNOOL (SC),Andhra, M. JAGANNATH,TDP,1997
NALGONDA,Andhra, BOMMAGANI DHARMA BIXAM,CPI,1997
NANDYAL,Andhra,BHUMA NAGI REDDY,TDP,1997
NARASAPUR,Andhra, KOTHAPALLI SUBBARAYUDU (PEDABABU),TDP,1997
NARASARAOPET,Andhra, SAIDAIAH KOTA,TDP,1997
NELLORE (SC),Andhra, PANABAKA LAKSHMI,INC,1997
NIZAMABAD,Andhra, ATMACHARAN REDDY,INC,1997
ONGOLE,Andhra, PARVATHAMMA MAGUNTA,INC,1997
PARVATHIPURAM (ST),Andhra, PRADEEP KUMAR DEV VYRICHERLA,INC,1997
PEDDAPALLI (SC),Andhra, G. VENKAT SWAMY,INC,1997
RAJAHMUNDRY,Andhra, CHITTURI RAVINDRA,INC,1997
RAJAMPET,Andhra, ANNAIAHGARI SAI PRATHAP,INC,1997
SECUNDERABAD,Andhra, RAJESHWAR RAO P.V.,INC,1997
SIDDIPET (SC),Andhra, YELLAIAH NANDI,INC,1997
SRIKAKULAM ,Andhra,KINJARAPU YERRANNAIDU ,TDP,1997
TENALI,Andhra, SARADA TADIPARTHI,TDP,1997
TIRUPATHI (SC),Andhra, NELAVALA SUBRAHMANYAM,INC,1997
VIJAYAWADA,Andhra, UPENDRA PARVATHANENI,INC,1997
VISAKHAPATNAM,Andhra, T. SUBBARAMI REDDI,INC,1997
WARANGAL,Andhra, AJMEERA CHANDULAL,TDP,1997
ARARIA (SC),Bihar, SUKDEO PASWAN,JD,1997
ARRAH,Bihar, CHANDRA DEO PRASAD VERMA,JD,1997
AURANGABAD,Bihar, VIRENDRA KUMAR SINGH,JD,1997
BAGAHA (SC) ,Bihar,MAHENDRA BAITHA ,SAP,1997
BALIA,Bihar, SHATRUGHAN PRASAD SINGH,CPI,1997
BANKA,Bihar, GIRIDHARI YADAV,JD,1997
BARH,Bihar, NITISH KUMAR,SAP,1997
BEGUSARAI,Bihar, RAMENDRA KUMAR,IND,1997
BETTIAH,Bihar, MADAN PRASAD JAISWAL,BJP,1997
BHAGALPUR,Bihar, CHUNCHUN PRASAD YADAV,JD,1997
BIKRAMGANJ,Bihar, KANTI SINGH,JD,1997
BUXAR,Bihar, LAL MUNI CHOUBEY,BJP,1997
CHAPRA,Bihar, RAJIV PRATAP RUDI,BJP,1997
CHATRA,Bihar, DHEERENDRA AGRAWAL,BJP,1997
DARBHANGA,Bihar, MD. ALI ASHRAF FATMI,JD,1997
DHANBAD,Bihar, RITA VERMA,BJP,1997
DUMKA (ST),Bihar, SHIBU SOREN,JMM,1997
GAYA (SC),Bihar, BHAGWATI DEVI,JD,1997
GIRIDIH,Bihar, RAVINDRA KUMAR PANDEY,BJP,1997
GODDA,Bihar, JAGDAMBI PRASAD YADAV,BJP,1997
GOPALGANJ,Bihar, LAL BABU PD. YADAV,JD,1997
HAJIPUR (SC),Bihar, RAM BILASH PASWAN,JD,1997
HAZARIBAGH,Bihar, MAHABIR LAL VISWAKARMA,BJP,1997
JAHANABAD,Bihar, RAMASHRAYA PRASAD SINGH,CPI,1997
JAMSHEDPUR,Bihar, BHARDWAJ NITISH JANARDAN,BJP,1997
JHANJHARPUR,Bihar, DEVENDRA PRASAD YADAV,JD,1997
KATIHAR ,Bihar,TARIQ ANWAR ,INC,1997
KHAGARIA,Bihar, ANIL KUMAR YADAV,JD,1997
KHUNTI (ST),Bihar, KARIYA MUNDA,BJP,1997
KISHANGANJ,Bihar, TASLIMUDDIN,JD,1997
KODARMA,Bihar, RITLAL PRASAD VERMA,BJP,1997
LOHARDAGA (ST),Bihar, LALIT ORAON,BJP,1997
MADHEPURA,Bihar, SHARAD YADAV,JD,1997
MADHUBANI,Bihar, CHATURANAN MISHRA,CPI,1997
MAHARAJGANJ,Bihar, RAM BAHADUR SINGH,SAP,1997
MONGHYR,Bihar, BRAHMANAND MANDAL,SAP,1997
MOTIHARI,Bihar, RADHA MOHAN SINGH,BJP,1997
MUZAFFARPUR,Bihar, JAI NARAIN PD. NISHAD,JD,1997
NALANDA,Bihar, GEORGE FERANDES,SAP,1997
NAWADA (SC),Bihar, KAMESHWAR PASWAN,BJP,1997
PALAMU (SC) ,Bihar,BRAJ MOHAN RAM ,BJP,1997
PATNA,Bihar, RAMKRIPAL YADAV,JD,1997
PURNEA,Bihar, RAJESH RANJAN,SP,1997
RAJMAHAL (ST),Bihar, THOMAS HANSDA,INC,1997
RANCHI,Bihar, RAM TAHAL CHOUDHARY,BJP,1997
ROSERA (SC),Bihar, PITAMBAR PASWAN,JD,1997
SAHARSA,Bihar, DINESH CHANDERA YADAV,JD,1997
SAMASTIPUR,Bihar, AJIT KUMAR MEHTA,JD,1997
SASARAM (SC),Bihar, MUNI LAL,BJP,1997
SHEOHAR,Bihar, ANAND MOHAN,SAP,1997
SINGHBHUM (ST),Bihar, CHITRASEN SINKU,BJP,1997
SITAMARHI,Bihar, NAWAL KISHORE RAI,JD,1997
SIWAN,Bihar, M. SAHABUDDIN,JD,1997
VAISHALI,Bihar, RAGHYBANSH PRASAD SINGH,JD,1997
CHANDNI CHOWK,Delhi, JAI PARKASH AGARWAL,INC,1997
DELHI SADAR ,Delhi,VIJAY KUMAR GOEL ,BJP,1997
EAST DELHI,Delhi,LAL BIHARI TIWARI,BJP,1997
KAROL BAGH (SC) ,Delhi,MEIRA KUMAR ,INC,1997
NEW DELHI ,Delhi,JAGMOHAN ,BJP,1997
OUTER DELHI,Delhi, KRISHAN LAL SHARMA,BJP,1997
SOUTH DELHI,Delhi, SUSHMA SWARAJ,BJP,1997
AHMEDABAD,Gujarat, HARIN PATHAK,BJP,1997
AMRELI,Gujarat, DILEEP SANGHANI,BJP,1997
ANAND,Gujarat, CHAVDA ISHWARBHAI KHODABHAI,INC,1997
BANASKANTHA,Gujarat, B.K. GADHAVI,INC,1997
BARODA,Gujarat, GAEKWAD SATYAJITSINH DILIPSINH,INC,1997
BHAVNAGAR,Gujarat, RAJENDRASINH GHANSHYAMSINH RANA,BJP,1997
BROACH,Gujarat, CHANDUBHAI SHANABHAI DESHMUKH,BJP,1997
BULSAR (ST) ,Gujarat,MANIBHAI RAMJIBHAI CHAUDHARI ,BJP,1997
CHHOTA UDAIPUR (ST) ,Gujarat,RATHAWA NARANBHAI JEMALABHAI ,INC,1997
DHANDHUKA (SC),Gujarat, VARMA RATILAL KALIDAS,BJP,1997
DOHAD (ST),Gujarat, DAMOR SOMJIBHAI PUNJABHAI,INC,1997
GANDHINAGAR,Gujarat,PATEL VIJAY HARISCHANDRA,BJP,1997
GODHRA,Gujarat, PATEL SHANTILAL PARSOTAMDAS,INC,1997
JAMNAGAR,Gujarat, KORADIA CHANDRESHBHAI VALJIBHAI(C.PATEL),BJP,1997
JUNAGADH,Gujarat, CHIKHALIYA BHAVNABEN DEVARAJBHAI,BJP,1997
KAIRA,Gujarat, DINSHA PATEL,INC,1997
KAPADVANJ,Gujarat, CHAUHAN JAYSINHJI MANSINGJI,BJP,1997
KUTCH ,Gujarat,GADHVI PUSHPADAN SHAMBHUDAN ,BJP,1997
MANDVI (ST),Gujarat, GAMIT CHHITUBHAI DEVJIBHAI,INC,1997
MEHSANA,Gujarat, DR. A.K. PATEL,BJP,1997
PATAN (SC),Gujarat, MAHESHKUMAR MITHABHAI KANODIA,BJP,1997
PORBANDAR,Gujarat, JAVIYA GORDHANBHAI JADAVBHAI,BJP,1997
RAJKOT,Gujarat, DR. KATHIRIYA VALLABHBHAI RAMJIBHAI,BJP,1997
SABARKANTHA,Gujarat, NISHA AMARSINH CHAUDHARY,INC,1997
SURAT,Gujarat, KASHIRAM RANA,BJP,1997
SURENDRANAGAR,Gujarat, SANAT MEHTA,INC,1997
AMBALA (SC) ,Haryana,SURAJ BHAN ,BJP,1997
BHIWANI,Haryana, SURENDER SINGH,HVP,1997
FARIDABAD,Haryana, RAM CHANDER,BJP,1997
HISSAR,Haryana, JAI PARKASH S/O HARIKESH,HVP,1997
KARNAL,Haryana, ISHWAR DAYAL SWAMI,BJP,1997
KURUKSHETRA,Haryana, OM PARKASH JINDAL,HVP,1997
MAHENDRAGARH,Haryana, RAM SINGH,BJP,1997
ROHTAK,Haryana, BHUPENDER,INC,1997
SIRSA (SC) ,Haryana,SELJA ,INC,1997
SONEPAT,Haryana, ARVIND KUMAR,IND,1997
HAMIRPUR ,Himachal Pradesh,MAJOR GENERAL VIKRAM SINGH (RETD) ,INC,1997
KANGRA,Himachal Pradesh,SAT MAHAJAN,INC,1997
MANDI,Himachal Pradesh,SUKH RAM,INC,1997
SIMLA (SC) ,Himachal Pradesh,K D SULTANPURI ,INC,1997
BAGALKOT,Karnataka, METI HULLAPPA YAMANAPPA,JD,1997
BANGALORE NORTH,Karnataka, C NARAYANASWAMY,JD,1997
BANGALORE SOUTH,Karnataka, ANANTH KUMAR,BJP,1997
BELGAUM,Karnataka, KOUJALAGI SHIVANAND HEMAPPA,JD,1997
BELLARY,Karnataka, K C KONDAIAH,INC,1997
CHIKBALLAPUR,Karnataka, R L JALAPPA,JD,1997
CHIKKODI (SC),Karnataka, RATNAMALA DHARESHWAR SAVANOOR,JD,1997
CHIKMAGALUR,Karnataka, B L SHANKAR,JD,1997
CHITRADURGA,Karnataka, P.KODANDARAMAIAH,JD,1997
DAVANGERE,Karnataka, G MALLIKARJUNAPPA,BJP,1997
DHARWAD NORTH,Karnataka, VIJAY SANKESHWAR,BJP,1997
DHARWAD SOUTH,Karnataka, I G SANADI,INC,1997
GULBARGA,Karnataka, QAMARUL ISLAM,JD,1997
HASSAN,Karnataka, Y N RUDRESHAGOWDA,JD,1997
KANAKAPURA,Karnataka, H D KUMARASWAMY,JD,1997
KANARA,Karnataka, ANANT D. HEGDE,BJP,1997
KOLAR (SC),Karnataka, K H MUNIYAPPA,INC,1997
MANDYA,Karnataka, KRISHNA,JD,1997
MANGALORE,Karnataka, V DHANANJAYA KUMAR,BJP,1997
MYSORE,Karnataka, SRIKANTADATTA NARASIMHARAJA WADEYAY,INC,1997
RAICHUR,Karnataka, RAJA RANGAPPA NAIK,JD,1997
SHIMOGA,Karnataka, S BANGARAPPA,KCP,1997
TUMKUR,Karnataka, C N BHASKARAPPA,JD,1997
UDUPI,Karnataka, OSCAR FERNANDES,INC,1997
BIDAR (SC) ,Karnataka,RAMACHANDRA VEERAPPA ,BJP,1997
KOPPAL ,Karnataka,BASAVARAJ RAYA REDDY ,JD,1997
CHAMARAJANAGAR (SC) ,Karnataka,A SIDDARAJU ,JD,1997
BIJAPUR ,Karnataka,PATIL BASANGOUDA RUDRAGOUDA ,JD,1997
ADOOR (SC),Kerala, KODIKKUNNIL SURESH,INC,1997
ALLEPPEY,Kerala, V M SUDHEERAN,INC,1997
BADAGARA,Kerala, O. BHARATHAN,CPM,1997
CALICUT,Kerala, M P VEERENDRA KUMAR,JD,1997
CANNANORE,Kerala, MULLAPPALLY RAMACHANDRAN,INC,1997
CHIRAYINKIL,Kerala, A.SAMPATH,CPM,1997
ERNAKULAM,Kerala,ADV. SEBASTIAN PAUL,IND,1997
IDUKKI,Kerala, A.C.JOS,INC,1997
KOTTAYAM,Kerala, REMESH CHENNITHALA,INC,1997
MANJERI,Kerala, E.AHAMMED,MUL,1997
MAVELIKARA,Kerala, P.J.KURIEN,INC,1997
MUKUNDAPURAM,Kerala, P. C.CHACKO,INC,1997
MUVATTUPUZHA,Kerala, P C THOMAS,KEC(M),1997
OTTAPALAM (SC),Kerala, S. AJAYAKUMAR,CPM,1997
PALGHAT,Kerala, N N KRISHNADAS,CPM,1997
PONNANI,Kerala, G.M.BANATWALLA,MUL,1997
QUILON,Kerala, N.K.PREMACHANDRAN,RSP,1997
TRICHUR,Kerala, V.V.RAGHAVAN,CPI,1997
KASARAGOD ,Kerala,T. GOVINDAN ,CPM,1997
TRIVANDRUM ,Kerala,K.V.SURENDRANATH  ,CPI,1997
BALAGHAT,Madhya Pradesh, VISHVESHWAR BHAGAT,INC,1997
BASTAR (ST),Madhya Pradesh, MAHENDRA KARMA,IND,1997
BETUL,Madhya Pradesh, VIJAY KUMAR KHANDELWAL,BJP,1997
BHIND,Madhya Pradesh, DR. RAM LAKHAN SINGH,BJP,1997
BHOPAL,Madhya Pradesh, SUSHIL CHANDRA,BJP,1997
BILASPUR (SC),Madhya Pradesh, PUNNULAL MOHLE,BJP,1997
CHHINDWARA,Madhya Pradesh,SUNDERLAL PATWA,INC,1997
DAMOH,Madhya Pradesh, RAM KRISHNA KUSMARIA,BJP,1997
DHAR (ST),Madhya Pradesh, CHHATAR SINH DARBAR,BJP,1997
DURG,Madhya Pradesh, TARACHAND SAHU,BJP,1997
GUNA,Madhya Pradesh, RAJMATA VIJAYA RAJE SCINDIA,BJP,1997
GWALIOR,Madhya Pradesh, MADHAVRAO SCINDHIYA,MPVC,1997
HOSHANGABAD,Madhya Pradesh, SARTAJ SINGH,BJP,1997
INDORE,Madhya Pradesh, SAU. SUMITRA MAHAJAN,BJP,1997
JABALPUR,Madhya Pradesh, DADA BABURAO PARANJAPE,BJP,1997
JANJGIR,Madhya Pradesh, MANAHARAN LAL PANDEY,BJP,1997
JHABUA (ST),Madhya Pradesh, DILEEP SINGH BHURIA,INC,1997
KANKER (ST),Madhya Pradesh, CHHABILA ARVIND NETAM,INC,1997
KHAJURAHO,Madhya Pradesh, UMA BHARTI,BJP,1997
KHANDWA,Madhya Pradesh, NAND KUMAR SINGH CHOUHAN (NANDU BHAIYA),BJP,1997
KHARGONE,Madhya Pradesh, RAMESHWAR PATTIDHAR,BJP,1997
MAHASAMUND,Madhya Pradesh, PAWAN DIWAN,INC,1997
MANDLA (ST),Madhya Pradesh, FAGGANSINGH KULASTE,BJP,1997
RAIGARH (ST),Madhya Pradesh, NAND KUMAR SAI,BJP,1997
RAIPUR,Madhya Pradesh, RAMESH VAISH,BJP,1997
RAJGARH,Madhya Pradesh, LAXMAN SINGH,INC,1997
RAJNANDGAON,Madhya Pradesh, ASHOK SHARMA,BJP,1997
REWA,Madhya Pradesh, BUDDHA HASEN  PATEL,BSP,1997
SAGAR (SC),Madhya Pradesh, VIRENDRA KUMAR,BJP,1997
SARANGARH (SC),Madhya Pradesh, PARAS RAM BHARDWAJ,INC,1997
SATNA,Madhya Pradesh, SUKHLAL KUSHWAHA,BSP,1997
SEONI,Madhya Pradesh, PRAHLAD SINGH PATEL,BJP,1997
SHAHDOL (ST),Madhya Pradesh, GYAN SINGH,BJP,1997
SHAJAPUR (SC),Madhya Pradesh, THAWARCHAND GEHLOT,BJP,1997
SIDHI (ST),Madhya Pradesh, TILAK RAJ SINGH,AIIC(T),1997
SURGUJA (ST),Madhya Pradesh, KHELSAI SINGH,INC,1997
UJJAIN (SC),Madhya Pradesh, SATYANARIAN JATIYA,BJP,1997
VIDISHA,Madhya Pradesh, SHIVRAJ SINGH,BJP,1997
MORENA (SC) ,Madhya Pradesh,ASHOK ARGAL ,BJP,1997
MANDSAUR ,Madhya Pradesh,LAXMINARIAN PANDEY ,BJP,1997
AHMEDNAGAR,Maharashtra, MARUTI DEORAM ALIAS DADA PATIL SHELKE,INC,1997
AKOLA,Maharashtra, PHUNDKAR PANDURANG PUNDLIK,BJP,1997
AMRAVATI,Maharashtra, GUDHE ANANTRAO MAHADEOAPPA,SHS,1997
AURANGABAD,Maharashtra, JAISWAL PRADEEP,SHS,1997
BARAMATI,Maharashtra, PAWAR SHARADCHANDRA GOVINDRAO,INC,1997
BEED,Maharashtra, RAJANI ASHOKRAO PATIL,BJP,1997
BHANDARA,Maharashtra, PATEL PRAFUL MANOHARBHAI,INC,1997
BULDHANA (SC),Maharashtra, ADSUL ANANDRAO VITHOBA,SHS,1997
CHANDRAPUR,Maharashtra, AHIR HANSARAJ GANGARAM,BJP,1997
CHIMUR,Maharashtra, DIWATE NAMDEO HARBAJI,BJP,1997
DAHANU (ST),Maharashtra, CHINTAMAN WANAGA,BJP,1997
DHULE,Maharashtra, (ST) BAGUL SAHEBRAO SUKRAM,BJP,1997
ERANDOL,Maharashtra, ANNASAHEB PATIL M.K.,BJP,1997
HINGOLI,Maharashtra, MANE SHIVAJI GYANBARAO,SHS,1997
JALGAON,Maharashtra, GUNWANTRAO RAMBHAU SARODE,BJP,1997
JALNA,Maharashtra, PAWAR UTTAMSING RAJDHARSING,BJP,1997
KARAD,Maharashtra, CHAVAN PRITHVIRAJ DAJISAHEB,INC,1997
KHED,Maharashtra, SHERKAR NIVRUTTISHETH NAMDEO,INC,1997
KOLABA,Maharashtra, ANTULAY ABDUL RAHIMAN A. GAFOOR,INC,1997
KOPARGAON,Maharashtra, BADADE BHIMRAO VISHNUJI,BJP,1997
