Constituency,State,MP,Party,Year
SHAHDOL (ST),Madhya Pradesh, DALBIR SINGH,INC(I),1981
SHAJAPUR (SC),Madhya Pradesh, FULCHAND VERMA,JNP,1981
SIDHI (ST),Madhya Pradesh, MOTI LAL SINGH,INC(I),1981
SURGUJA (ST) ,Madhya Pradesh,CHAKARADHARI,INC(I),1981
UJJAIN (SC),Madhya Pradesh, SATYANARAYAN JATIYA,JNP,1981
VIDISHA,Madhya Pradesh, PRATAPBHANU KRISHNAGOPAL,INC(I),1981
AHMEDNAGAR,Maharashtra, ATHARE CHANDRABHAN BALAJI,INC(I),1981
AKOLA,Maharashtra, VAIRALE MADHUSUDAN ATMARAM,INC(I),1981
AMRAVATI,Maharashtra, USHA PRAKASH CHOUDHARI,INC(I),1981
AURANGABAD,Maharashtra, KAZI SALEM,INC(I),1981
BARAMATI,Maharashtra, PATIL SHANKARRAO BAJIRAO,INC(I),1981
BEED  ,Maharashtra,KASHIRSAGAR KESARBAI SONAJIRAO ALIAS KAKU,INC(I),1981
BHANDARA,Maharashtra, PARDHIR KESHAORAO ATMARAMJI,INC(I),1981
BOMBAY NORTH ,Maharashtra,RAVINDRA VARMA ,JNP,1981
BOMBAY NORTH CENTRAL,Maharashtra, PRAMILA MADHU DANDVATE ,JNP,1981
BOMBAY NORTH EAST ,Maharashtra,SUBRAMANIAN SWAMY ,JNP,1981
BOMBAY NORTH WEST ,Maharashtra,RAM JETHAMALANI ,JNP,1981
BOMBAY SOUTH,Maharashtra, RAJDA RATASINH GOKULDAS,JNP,1981
BOMBAY SOUTH CENTRAL ,Maharashtra,BHOLE R. R. ,INC(I),1981
BULDHANA (SC),Maharashtra, WASNIK BALKRISHNA RAMCHANDRA,INC(I),1981
CHANDRAPUR,Maharashtra, SHANTARAM POTDUKHE,INC(I),1981
CHIMUR,Maharashtra, MUTTEMWAR VILAS BABURA,INC(I),1981
DAHANU (ST),Maharashtra, SHINGHADA DAMU BARKU,INC(I),1981
DHULE,Maharashtra, (ST) BHOYE RESHMA MOTIRAM,INC(I),1981
ERANDOL,Maharashtra, VIJAY KUMAR NAVAL PATIL,INC(I),1981
HINGOLI,Maharashtra, UTTAMRAO BALIRAMJI RATHOD,INC(I),1981
ICHALKARANJI,Maharashtra, MANE RAJARAM ALIAS BALASAHEB SHANKARRAO,INC(I),1981
JALGAON,Maharashtra, YADAV SHIVRAM MAHAJAN,INC(I),1981
JALNA,Maharashtra, BALASAHEB PAWAR,INC(I),1981
KARAD,Maharashtra, MOHITE YASHAVANTRAO JIJAVA,INC(I),1981
KHED,Maharashtra, MORE RAMKRISHNA SADASHIV,INC(I),1981
KOLABA ,Maharashtra,A. T. PATIL ,INC(I),1981
KOLHAPUR ,Maharashtra,GAIKWAD UDAYASINGRAO NANASAHEB ,INC(I),1981
KOPARGAON,Maharashtra, VIKHE EKNATHRAO VITHALRAO,INC(I),1981
LATUR,Maharashtra, SHIVRAJ VISHWANATH PATIL,INC(I),1981
MALEGAON (ST),Maharashtra, KHANDOLE ZAMARU MANGALU,INC(I),1981
NAGPUR,Maharashtra, DHOTE JAMBUWANT BAPURAO,INC(I),1981
NANDED,Maharashtra, CHAVAN SHANKARRAO BHAURAO,INC(I),1981
NANDURBAR (ST),Maharashtra,G.M.HODLYA,INC(I),1981
NASHIK ,Maharashtra,WAGH PRATAP DEORAM ,INC(I),1981
OSMANABAD (SC),Maharashtra, SAWANT TRIMBAK MAROTRAO,INC(I),1981
PANDHARPUR (SC),Maharashtra, THORAT SANDIPAN BHAGWAN,INC(I),1981
PARBHANI,Maharashtra, YADAV RAMRAO NARAYANRAO,INC(I),1981
PUNE,Maharashtra, GADGIL VITTHAL NARHAR,INC(I),1981
RAJAPUR ,Maharashtra,MADHU DANDVATE ,JNP,1981
RAMTEK,Maharashtra, BARVE JATIRAM CHAITRAM,INC(I),1981
RATNAGIRI,Maharashtra, BAPUSAHEB PARULEKAR,JNP,1981
SANGLI,Maharashtra, PATIL VASANTRAO BANDUJI,INC(I),1981
SATARA,Maharashtra, CHAVAN YASHVANTRAO BALAWANTRAO,INC(U),1981
SOLAPUR,Maharashtra, KUCHAN GANGADHAR SIDRAMAPPA,INC(I),1981
THANE,Maharashtra, MHALGI RAMCHANDRA KASHINATH,JNP,1981
WARDHA,Maharashtra, VASANTRAO SATHE,INC(I),1981
WASHIM,Maharashtra, GULAM NABI AZAD,INC(I),1981
YAVATMAL,Maharashtra, PATIL UTTAMRAO DEORAO,INC(I),1981
ASKA,Orissa, RAMACHANDRA RATH,INC(I),1981
BALASORE,Orissa, CHINTAMANI JENA,INC(I),1981
BERHAMPUR,Orissa, JAGANNATH RAO R.,INC(I),1981
BHADRAK (SC),Orissa, ARJUN CHARAN SETHI,INC(I),1981
BHUBANESWAR,Orissa, CHINTAMANI PANIGRAHI,INC(I),1981
BOLANGIR,Orissa, NITYANANDA MISHRA,INC(I),1981
CUTTACK,Orissa,J.PATNAIK(W),INC(I),1981
DEOGARH,Orissa, NARAYAN SAHU,INC(I),1981
DHENKANAL ,Orissa,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA BAHADUR, INC(I),1981
JAGATSINGHPUR,Orissa, LAKSHMAN MALLICK,INC(I),1981
JAJPUR (SC),Orissa, ANADI CHARAN DAS,INC(I),1981
KALAHANDI,Orissa, RASABEHARI BEHARA,INC(I),1981
KENDRAPARA,Orissa, BIJOYNANDA PATANAIK,JNP(S),1981
KEONJHAR (ST) ,Orissa,HARIHAR SOREN ,INC(I),1981
KORAPUT (ST),Orissa, GIRIDHAR GOMANGO,INC(I),1981
MAYURBHANJ (ST) ,Orissa,MAN MOHAN TUDU ,INC(I),1981
NOWRANGPUR (ST),Orissa, KHAGAPATI PRADHANI,INC(I),1981
PHULBANI (SC),Orissa, MRUTYUNJAYA NAYAK,INC(I),1981
PURI,Orissa, BRAJAMOHAN MOHANTY,INC(I),1981
SAMBALPUR,Orissa, KRUPASINDHU BHOI,INC(I),1981
SUNDARGARH (ST) ,Orissa,CHRISTOPHER EKKA ,INC(I),1981
AMRITSAR,Punjab, RAGHUNANDAN LAL,INC(I),1981
BHATINDA (SC),Punjab, HAKAM SINGH,INC(I),1981
FARIDKOT,Punjab, GURBINDER KAUR,INC(I),1981
FEROZEPUR ,Punjab,BAL RAM ,INC(I),1981
GURDASPUR ,Punjab,SUKHBANS KAUR ,INC(I),1981
HOSHIARPUR,Punjab, ZAIL SINGH,INC(I),1981
JULLUNDUR,Punjab, RAJINDER SINGH SPARROW,INC(I),1981
LUDHIANA,Punjab, DEVINDER SINGH GARCHA,INC(I),1981
PATIALA,Punjab, AMARENDER SINGH,INC(I),1981
PHILLAUR (SC),Punjab, CH. SUNDAR SINGH,INC(I),1981
ROPAR,Punjab, (SC) BUTA SINGH,INC(I),1981
SANGRUR,Punjab, GURCHARAN SINGH,INC(I),1981
TARN TARAN,Punjab, LEHNA SINGH,SAD,1981
AJMER,Rajasthan, ACHARYA BHAGWAN DEV,INC(I),1981
ALWAR,Rajasthan, RAM SINGH YADAV,INC(I),1981
BANSWARA (ST),Rajasthan, BHIKHA BHAI,INC(I),1981
BARMER,Rajasthan, VIRDHI CHAND,INC(I),1981
BAYANA (SC),Rajasthan, JAGANNATH PERSAD PAHADIA,INC(I),1981
BHARATPUR,Rajasthan, RAJESH PILOT,INC(I),1981
BHILWARA,Rajasthan, GIRDHARI LAL,INC(I),1981
BIKANER,Rajasthan, MANFOOL SINGH,INC(I),1981
CHITTORGARH,Rajasthan, NRIMALA KUMARI,INC(I),1981
CHURU ,Rajasthan,DAULAT RAM SARAN ,JNP(S),1981
DAUSA,Rajasthan, NAWAL KISHORE SHARMA,INC(I),1981
GANGANAGAR (SC) ,Rajasthan,BIRBAL ,INC(I),1981
JAIPUR,Rajasthan, SATISH CHANDRA AGARWAL,JNP,1981
JALORE (SC),Rajasthan, VIRDA RAM,INC(I),1981
JHALAWAR,Rajasthan, CHATUR BHUJ,JNP,1981
JHUNJHUNU,Rajasthan, BHIM SINGH,JNP,1981
JODHPUR,Rajasthan, ASHOK GAHLOT,INC(I),1981
KOTA,Rajasthan, KRISHAN KUMAR GOYAL,JNP,1981
NAGAUR ,Rajasthan,NATHU RAM ,INC(U),1981
PALI,Rajasthan, MOOL CHAND DAGA,INC(I),1981
SALUMBER (ST),Rajasthan, JAI NARAIN,INC(I),1981
SAWAI MADHOPUR (ST) ,Rajasthan,RAM KUMAR ,INC(I),1981
SIKAR,Rajasthan, KUMBHA RAM ARYA,JNP(S),1981
TONK (SC),Rajasthan, BANWARI LAL BAIRWA,INC(I),1981
UDAIPUR,Rajasthan, MOHAN LAL SUKHADIA,INC(I),1981
ARAKKONAM,Tamil Nadu, VELU A.M.,INC(I),1981
CHENGALPATTU ,Tamil Nadu,ANBARASU  ERA ,INC(I),1981
CHIDAMBARAM (SC),Tamil Nadu, KULANDAIVELU V.,DMK,1981
COIMBATORE,Tamil Nadu, RAM MOHAN ALIAS ERA MOHAN R.,DMK,1981
CUDDALORE,Tamil Nadu, MUTHUKUMARAN R.,INC(I),1981
DHARMAPURI,Tamil Nadu, ARJUNAN K.,DMK,1981
DINDIGUL,Tamil Nadu, MAYA THEVAR K.,DMK,1981
GOBICHETTIPALAYAM ,Tamil Nadu,CHINNASAMY G. ,ADK,1981
KARUR,Tamil Nadu, DORAI SEBASTIAN S.A.,INC(I),1981
KRISHNAGIRI,Tamil Nadu, RAMAMURTHY K.,INC(I),1981
MADRAS CENTRAL,Tamil Nadu, KALANIDHI A.,DMK,1981
MADRAS NORTH ,Tamil Nadu,LAKSHMANAN G. ,DMK,1981
MADRAS SOUTH,Tamil Nadu, VENKATARAMAN R.,INC(I),1981
MADURAI,Tamil Nadu, SUBBURAMAN A.G.,INC(I),1981
MAYILADUTURAI ,Tamil Nadu,KUDANTHAI RAMALINGAM N. ,INC(I),1981
NAGAPATTINAM (SC),Tamil Nadu,MURUGAIYAN.K,CPI,1981
NAGERCOIL ,Tamil Nadu,"DENNIS, N. ",INC(I),1981
NILGIRIS,Tamil Nadu, PRABHU R.,INC(I),1981
PALANI,Tamil Nadu, SANAPATHI GOUNDAR A.,INC(I),1981
PERAMBALUR (SC),Tamil Nadu, MANI K.B.S.,INC(I),1981
PERIYAKULAM,Tamil Nadu, NATARAJAN CUMBUM N.,DMK,1981
POLLACHI (SC),Tamil Nadu, DHANDAPANI C.T.,DMK,1981
PUDUKKOTTAI ,Tamil Nadu,V.N. SWAMYNATHAN ,INC(I),1981
RAMANATHAPURAM,Tamil Nadu, SATHIYENDRAN M.S.K.,DMK,1981
RASIPURAM (SC),Tamil Nadu, DEVARAJAN B.,INC(I),1981
SALEM,Tamil Nadu, PALANIAPPAN C.,DMK,1981
SIVAGANGA,Tamil Nadu, SWAMINATHAN R.V.,INC(I),1981
SIVAKASI,Tamil Nadu, SOURDARARAJAN N.,ADK,1981
SRIPERUMBUDUR (SC),Tamil Nadu, NAGARATNAM T.,DMK,1981
TENKASI (SC),Tamil Nadu, ARUNACHALAM M.,INC(I),1981
THANJAVUR,Tamil Nadu,SINGARAVADIVEL.S,INC(I),1981
TINDIVANAM,Tamil Nadu, RAMASWAMY PADAYATCHI S.S.,INC(I),1981
TIRUCHENDUR,Tamil Nadu, KOSALRAM K. T.,INC(I),1981
TIRUCHENGODE,Tamil Nadu, KANDASWAMY M.,DMK,1981
TIRUCHIRAPPALLI ,Tamil Nadu,SELVARAJU N. ,DMK,1981
TIRUNELVELI,Tamil Nadu, SIVAPRAKASAM D.S.A.,DMK,1981
TIRUPPATTUR ,Tamil Nadu,MURUGIAN S. ,DMK,1981
VANDAVASI,Tamil Nadu, PATTUSWAMY D.,INC(I),1981
VELLORE,Tamil Nadu, ABDUL SAMAD A.K.A.,IND,1981
AGRA,Uttar Pradesh, NIHAL SINGH,INC(I),1981
AKBARPUR (SC),Uttar Pradesh, RAM AVADH,JNP(S),1981
ALIGARH,Uttar Pradesh, INDRA KUMARI,JNP(S),1981
ALLAHABAD,Uttar Pradesh,K.P.TIWARI,INC(I),1981
ALMORA,Uttar Pradesh, HARISH CHANDRA SINGH,INC(I),1981
AMETHI,Uttar Pradesh,RAJIV GANDHI,INC(I),1981
AMROHA,Uttar Pradesh, CHANDRA PAL SINGH,JNP(S),1981
AONLA,Uttar Pradesh, JAIPAL SINGH KASHYAP,JNP(S),1981
AZAMGARH,Uttar Pradesh, CHANDRAJEET,JNP(S),1981
BADAUN ,Uttar Pradesh,MOHAMMAD ASRAR AHMAD ,INC(I),1981
BAGHPAT,Uttar Pradesh, CHARAN SINGH,JNP(S),1981
BAHRAICH,Uttar Pradesh, MULANA SAIYAD MUZAFFAR HUSSAIN,INC(I),1981
BALLIA,Uttar Pradesh, CHANDRA SHIKHAR,JNP,1981
BALRAMPUR,Uttar Pradesh, CHANDRA BHAL MANI TEWARI,INC(I),1981
BANDA,Uttar Pradesh, RAM NATH DUBEY,INC(I),1981
BANSGAON (SC) ,Uttar Pradesh,MAHABIR PRASAD ,INC(I),1981
BARA BANKI (SC) ,Uttar Pradesh,RAM KINKAR ,JNP(S),1981
BAREILLY,Uttar Pradesh,B.A.AHMAD(W),INC(I),1981
BASTI (SC) ,Uttar Pradesh,KALPNATH ,INC(I),1981
BIJNOR (SC) ,Uttar Pradesh,MANGAL RAM ,JNP(S),1981
BILHAUR,Uttar Pradesh, RAM NARAIN TRIPATHI,INC(I),1981
BULANDSHAHR,Uttar Pradesh, MAHMOOD HASAN KHAN,JNP(S),1981
CHAIL,Uttar Pradesh, (SC) RAM NIHORE RAKESH,INC(I),1981
CHANDAULI,Uttar Pradesh, NIHAL SINGH,JNP,1981
DEORIA,Uttar Pradesh, RAMAYAN RAI,INC(I),1981
DOMARIAGANJ,Uttar Pradesh, KAZI JALIL ABBASI,INC(I),1981
ETAH,Uttar Pradesh, MALIK MOHD. MISHIR A.KHAN,INC(I),1981
ETAWAH,Uttar Pradesh, RAM SINGH SHAKYA,JNP(S),1981
FAIZABAD,Uttar Pradesh, JAI RAM VERMA,INC(I),1981
FARRUKHABAD,Uttar Pradesh, DAYA RAM SHAKYA,JNP,1981
FATEHPUR,Uttar Pradesh, HARI KISHAN SHASTRI,INC(I),1981
FIROZABAD (SC),Uttar Pradesh, RAJESH KUMAR SINGH,IND,1981
GARHWAL ,Uttar Pradesh,HEMWATI NANDAN BAHUGUNA ,INC(I),1981
GHATAMPUR (SC),Uttar Pradesh, ASH KARAN SANKHWAR,JNP(S),1981
GHAZIPUR,Uttar Pradesh, JAINUL BASHAR,INC(I),1981
GHOSI,Uttar Pradesh, JHARKHANDE,CPI,1981
GONDA,Uttar Pradesh, ANAND SINGH ALIAS ANNUBHAIYA,INC(I),1981
GORAKHPUR,Uttar Pradesh, HARI KESH BAHADUR,INC(I),1981
HAPUR,Uttar Pradesh, ANWAR,JNP(S),1981
HARDOI (SC),Uttar Pradesh, MANNI LAL,INC(I),1981
HARDWAR (SC) ,Uttar Pradesh,JAGPAL SINGH ,JNP(S),1981
HATHRAS (SC),Uttar Pradesh, CHANDRA PAL SHAILANI,JNP(S),1981
JALAUN (SC),Uttar Pradesh, NATHURAM SHAKYAWAR,INC(I),1981
JALESAR,Uttar Pradesh, CHAUDHARY MULTAN SINGH,JNP(S),1981
JAUNPUR,Uttar Pradesh, AZIZULLA,JNP(S),1981
JHANSI,Uttar Pradesh, VISHWA NATH SHARMA,INC(I),1981
KAIRANA,Uttar Pradesh, GYATRI DEVI,JNP(S),1981
KAISERGANJ,Uttar Pradesh, RANA BIR SINGH,INC(I),1981
KANNAUJ,Uttar Pradesh, CHHOTEY SINGH YADAV,JNP(S),1981
KANPUR ,Uttar Pradesh,ARIF MOHAMMAD KHAN ,INC(I),1981
KHALILABAD  ,Uttar Pradesh,KRISHNA CHANDRA PANDEY,INC(I),1981
KHERI ,Uttar Pradesh,U.K.VERMA(W),INC(I),1981
KHURJA (SC),Uttar Pradesh, TRILOK CHAND,JNP(S),1981
LALGANJ (SC),Uttar Pradesh, CHHAGUR,JNP(S),1981
LUCKNOW ,Uttar Pradesh,SHEILA KAUL ,INC(I),1981
MACHHALISHAHR ,Uttar Pradesh,SHEO SHARAN VERMA ,JNP(S),1981
MAHARAJGANJ ,Uttar Pradesh, ASHFAQ HUSAIN,INC(I),1981
MAINPURI,Uttar Pradesh, RAGHUNATH SINGH VERMA,JNP(S),1981
MATHURA,Uttar Pradesh, CHAUDHARY DIGAMBER SINGH,JNP(S),1981
MEERUT,Uttar Pradesh, MOHSINA KIDWAI,INC(I),1981
MIRZAPUR,Uttar Pradesh,UMAKANT,INC(I),1981
MISRIKH (SC),Uttar Pradesh, RAM LAL RAHI,INC(I),1981
MOHANLALGANJ (SC),Uttar Pradesh, KAILASH PATI,INC(I),1981
MORADABAD,Uttar Pradesh, GHULAM MOHAMMAD KHAN,JNP(S),1981
MUZAFFARNAGAR,Uttar Pradesh, GHAYOOR ALI KHAN,JNP(S),1981
NAINITAL,Uttar Pradesh, NARAYANA DATT TEWARI,INC(I),1981
PADRAUNA,Uttar Pradesh, KUNWAR CHANDRA PRATAP NARAIN SINGH,INC(I),1981
PHULPUR,Uttar Pradesh, B.D. SINGH,JNP(S),1981
PILIBHIT,Uttar Pradesh, HARISH KUMAR GANGWAR,INC(I),1981
PRATAPGARH,Uttar Pradesh, AJIT PRATAP SINGH,INC(I),1981
RAE BARELI ,Uttar Pradesh,A.K.NEHRU,INC(I),1981
RAMPUR,Uttar Pradesh, ZULFIQAR ALI KHAN,INC(I),1981
ROBERTSGANJ (SC),Uttar Pradesh, RAM PYARE PANIKA,INC(I),1981
SAHARANPUR,Uttar Pradesh, RASHEED MASOOD,JNP(S),1981
SAIDPUR (SC),Uttar Pradesh, RAJNATH SONKAR SHASTRI,JNP(S),1981
SALEMPUR,Uttar Pradesh, RAM NAGINA MISRA,INC(I),1981
SAMBHAL,Uttar Pradesh, BIJENDRA PAL SINGH,INC(I),1981
SHAHABAD,Uttar Pradesh, DHARMGAJ SINGH,INC(I),1981
SHAHJAHANPUR,Uttar Pradesh, KR. JATENDRA PRASAD,INC(I),1981
SITAPUR,Uttar Pradesh, RAJENDRA KUMARI BAJPAI,INC(I),1981
SULTANPUR,Uttar Pradesh, GIRIRAJ ISNGH,INC(I),1981
TEHRI GARHWAL ,Uttar Pradesh,TREPAN SINGH NEGI ,INC(I),1981
UNNAO,Uttar Pradesh, ZIAUR REHMAN ANSARI,INC(I),1981
VARANASI,Uttar Pradesh, KAMALAPATI,INC(I),1981
HAMIRPUR,Uttar Pradesh,DOONGAR SINGH,INC(I),1981
ASANSOL,West Bengal, ANANDA GOPAL MUKHOPADHYA,INC(I),1981
BALURGHAT (SC),West Bengal, BARMAN PALAS,RSP,1981
BANKURA,West Bengal, ACHARIA BASUDEB,CPM,1981
BARASAT,West Bengal, CHITTA BASU,FBL,1981
BARRACKPORE,West Bengal, MAHAMMED ISMAIL,CPM,1981
BOLPUR,West Bengal, SARADISH ROY,CPM,1981
BURDWAN,West Bengal, SUSHIL KUMAR BHATTACHARYA,CPM,1981
CONTAI,West Bengal, GIRI SUDHIR KUMAR,CPM,1981
DARJEELING,West Bengal, ANANDA PATHAK,CPM,1981
DIAMOND HARBOUR,West Bengal, JYOTIRMOY BASU,CPM,1981
DUM DUM,West Bengal, NIREN GHOSH,CPM,1981
DURGAPUR (SC),West Bengal, KRISHNA CHANDRA HALDER,CPM,1981
HOOGHLY,West Bengal, RUP CHAND PAL,CPM,1981
HOWRAH,West Bengal, SAMAR MUKHERJEE,CPM,1981
JADAVPUR,West Bengal, SOMNATH CHATTERJEE,CPM,1981
JALPAIGURI,West Bengal, SUBODH SEN,CPM,1981
JANGIPUR,West Bengal, ZAINAL ABEDIN,CPM,1981
JHARGRAM (ST),West Bengal, HASADA MATILAL,CPM,1981
JOYNAGAR (SC),West Bengal, SANAT KUMAR MANDAL,RSP,1981
KATWA,West Bengal, SAIFUDDIN CHWDHURY,CPM,1981
KRISHNAGAR,West Bengal, RENUPADA DAS,CPM,1981
MALDA,West Bengal, ABDUL BARKAT ATAUL GHANI KHAN CHAWDHURY,INC(I),1981
MATHURAPUR (SC),West Bengal, MUKUNDARAM MANDAL,CPM,1981
MIDNAPORE,West Bengal, NARAYAN CHOUBEY,CPI,1981
MURSHIDABAD,West Bengal, MASUDAL HASSAIN SYED,CPM,1981
NABADWIP (SC),West Bengal, BIDHA GOHSE (GOSWAMI),CPM,1981
PANSKURA,West Bengal, GITA MUKHERJEE,CPI,1981
PURULIA,West Bengal, CHITTA RANJAN MAHATA,FBL,1981
RAIGANJ,West Bengal, GOLAM YAZDANI,INC(I),1981
SERAMPORE,West Bengal,AJIT BEG,CPM,1981
TAMLUK,West Bengal, MISRA SATYAGOPAL,CPM,1981
ULUBERIA,West Bengal, HANNAN MOLLAH,CPM,1981
VISHNUPUR (SC),West Bengal, AJIT KUMAR SAHA,CPM,1981
COOCH BEHAR (SC) ,West Bengal,AMAR ROY PRADHAN ,FBL,1981
ALIPURDUARS (ST) ,West Bengal,PIUS TIRKEY ,RSP,1981
BERHAMPORE ,West Bengal,TRIDIB CHAUDHARI ,RSP,1981
BASIRHAT ,West Bengal,INDRAJIT GUPTA ,CPI,1981
CALCUTTA NORTH WEST ,West Bengal,ASHOKE KUMAR SEN ,INC(I),1981
CALCUTTA NORTH EAST ,West Bengal,SUNIL MOITRA ,CPM,1981
CALCUTTA SOUTH SATYA ,West Bengal,SADHAN CHAKRABARTY ,CPM,1981
ARAMBAGH ,West Bengal,BIJOY KRISHNA MODAK, CPM,1981
BIRBHUM (SC) ,West Bengal,GADADHAR SAHA ,CPM,1981
PARVATHIPURAM (ST),Andhra, K.C.SURYANARAYANA DEO VYRICHERLA,INC(U),1982
ADILABAD,Andhra, G. NARASIMHA REDDY,INC(I),1982
AMALAPURAM (SC),Andhra, KUSUMA KRISHNAMURTHI,INC(I),1982
ANAKAPALLI,Andhra, APPALA NAIDU S.R.A.S,INC(I),1982
ANANTAPUR,Andhra, DARUR PULLAIAH,INC(I),1982
BAPATLA,Andhra, ANKINEEDU PRASADA RAO PAMULAPATI,INC(I),1982
BHADRACHALAM (ST),Andhra, B.RADHABAI ANANDA RAO,INC(I),1982
BOBBILI,Andhra, P.V.GAJAPATHI RAJU,INC(I),1982
CHITTOOR,Andhra, P. RAJAGOPAL NAIDU,INC(I),1982
CUDDAPAH,Andhra, K. OBUL REDDY,INC(I),1982
ELURU,Andhra, CHITTOORI SUBBARAO CHOWDARY,INC(I),1982
GUNTUR,Andhra, N. G. RANGA,INC(I),1982
HANAMKONDA,Andhra, P. V. NARSIMHA RAO,INC(I),1982
HINDUPUR,Andhra, P. BAYAPA REDDY,INC(I),1982
HYDERABAD,Andhra, K.S. NARAYANA,INC(I),1982
KAKINADA,Andhra, SANJEEVI RAO M.S.,INC(I),1982
KARIMNAGAR,Andhra, M.SATYANARAYANA RAO,INC(I),1982
KHAMMAM,Andhra, KONDALA RAO JALAGAM,INC(I),1982
KURNOOL,Andhra, K. VIJAYABHASKARA REDDI,INC(I),1982
MACHILIPATNAM,Andhra, ANKINEEDU MAGANTI,INC(I),1982
MAHABUBNAGAR,Andhra, MALLIKARJUN,INC(I),1982
MEDAK,Andhra, INDIRA GANDHI,INC(I),1982
MIRYALGUDA ,Andhra,G. S. REDDY ,INC(I),1982
NAGARKURNOOL (SC),Andhra, ANANTHARAMULU MALLU,INC(I),1982
NALGONDA,Andhra, T. DAMODAR REDDY,INC(I),1982
NANDYAL,Andhra, P. VENKATA SUBBAIAH,INC(I),1982
NARASAPUR,Andhra, ALLURI SUBHASCHANDRA BOSE,INC(I),1982
NARASARAOPET,Andhra, K. BRAMHANANDA REDDY,INC(I),1982
NELLORE (SC),Andhra, D. KAMAKSHAIAH,INC(I),1982
NIZAMABAD,Andhra, M. RAMGOPAL REDDY,INC(I),1982
ONGOLE,Andhra, VENKATA REDDI PULI,INC(I),1982
PEDDAPALLI (SC),Andhra, K. RAJAMALLU,INC(I),1982
RAJAHMUNDRY,Andhra, S.B.P.PATTABHI RAMA RAO,INC(I),1982
RAJAMPET,Andhra, P. PARTHASARATHY,INC(I),1982
SECUNDERABAD,Andhra, P. SHIV SHANKER,INC(I),1982
SIDDIPET (SC),Andhra, NANDI YELLAIAH,INC(I),1982
SRIKAKULAM ,Andhra,RAJAGOPALARAO BODDEPALLI ,INC(I),1982
TENALI,Andhra, MEDURI NAGESWARA RAO,INC(I),1982
TIRUPATHI (SC),Andhra, PASALA PENCHALAIAH,INC(I),1982
VIJAYAWADA,Andhra, VIDYA CHENNUPATI,INC(I),1982
VISAKHAPATNAM,Andhra, APPALASWAMY KOMMURU,INC(I),1982
WARANGAL,Andhra, MD. KAMALODDIN AHMED,INC(I),1982
ARARIA (SC),Bihar, DUMAR LAL BAITHA,INC(I),1982
ARRAH ,Bihar,CHANDRADEO PRASAD VERMA ,JNP(S),1982
AURANGABAD,Bihar, SATYENDRA NARAIN SINGH,JNP,1982
BAGAHA (SC) ,Bihar,BHOLA RAUT ,INC(I),1982
BALIA,Bihar, SURYA NARAYAN SINGH,CPI,1982
BANKA,Bihar, CHANDRA SHEKHAR SINGH,INC(I),1982
BARH,Bihar, DHARMVIR SINGH,INC(U),1982
BEGUSARAI,Bihar, KRISHNA SHAHI,INC(I),1982
BETTIAH,Bihar, KEDAR PANDEY,INC(I),1982
BHAGALPUR,Bihar, BHAGWAT JHA AZAD,INC(I),1982
BIKRAMGANJ,Bihar, TAPESHWAR SINGH,INC(I),1982
BUXAR,Bihar, K. K. TIWARI,INC(I),1982
CHAPRA,Bihar, SATYADEO SINGH,JNP,1982
CHATRA,Bihar, RANJIT SINGH,INC(I),1982
DARBHANGA,Bihar, HARI NATH MISHRA,INC(I),1982
DHANBAD,Bihar, A. K. ROY,IND,1982
DUMKA (ST),Bihar, SHIBU SIREN,IND,1982
GAYA (SC),Bihar, RAMSWAROOP RAM,INC(I),1982
GIRIDIH,Bihar, BINDESHWARI DUBEY,INC(I),1982
GODDA,Bihar, SAMIN UDIN,INC(I),1982
GOPALGANJ,Bihar, NAGINA RAI,INC(I),1982
HAJIPUR (SC),Bihar, RAM VILAS PASWAN,JNP(S),1982
HAZARIBAGH,Bihar, KUNWAR BASANT NARAYAN SINGH,JNP,1982
JAHANABAD,Bihar, MAHENDARA PRASAD,INC(I),1982
JAMSHEDPUR,Bihar, RUDRA PRATAP SARANGI,JNP,1982
JHANJHARPUR,Bihar, DHANIK LAL MANDAL,JNP(S),1982
KATIHAR,Bihar, SHAH TARIQUE ANWAR,INC(I),1982
KHAGARIA,Bihar, SATISH PD. SINGH,INC(I),1982
KHUNTI (ST),Bihar,NIREL ENEM HORO,JKD,1982
KISHANGANJ,Bihar, ZAMILUR RAHMAN,INC(I),1982
KODARMA,Bihar, REET LAL PD. VERMA,JNP,1982
LOHARDAGA (ST),Bihar,S.ORAON(W),INC(I),1982
MADHEPURA,Bihar, RAJENDRA PD. YADAV,INC(U),1982
MADHUBANI,Bihar,B.JHA,CPI,1982
MAHARAJGANJ,Bihar, KRISHNA PRATAP SINGH,INC(I),1982
MONGER  ,Bihar,DEVENDRA PRASAD YADAV,INC(U),1982
MOTIHARI,Bihar, KAMLA MISHRA MADHUKAR,CPI,1982
MUZAFFARPUR,Bihar, GEORGE FARNANDES,JNP(S),1982
NALANDA,Bihar, VIJAY KUMAR YADAV,CPI,1982
NAWADA (SC),Bihar, KUNWAR RAM,INC(I),1982
PALAMAU (SC) ,Bihar,KAMLA KUMARI,INC(I),1982
PATNA,Bihar, RAMAVATAR SHASTRI,CPI,1982
PURNEA,Bihar, MADHURI SINGH,INC(I),1982
RAJMAHAL (ST),Bihar,SETH HEMREM,INC(I),1982
