ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,PARTYABBRE,TOTVOTPOLL
S13,MAHARASHTRA,29,HINGOLI,GEN,3,1998,SURYAKANTA  PATIL,F,INC,345439
S13,MAHARASHTRA,30,NANDED,GEN,3,1998,PATIL BHASKARRAO BAPURAO,M,INC,337744
S13,MAHARASHTRA,31,PARBHANI,GEN,3,1998,WARPUDKAR SURESHRAO AMBADASRAO,M,INC,320415
S13,MAHARASHTRA,32,JALNA,GEN,3,1998,PAWAR UTTAMSINH RAJDHARSINH,M,BJP,290312
S13,MAHARASHTRA,33,AURANGABAD,GEN,3,1998,RAMKRISHNA BABA PATIL,M,INC,408168
S13,MAHARASHTRA,34,BEED,GEN,3,1998,JAISINGRAO GAIKWAD PATIL,M,BJP,300307
S13,MAHARASHTRA,35,LATUR,GEN,3,1998,PATIL SHIVRAJ VISHWANATH,M,INC,322265
S13,MAHARASHTRA,36,OSMANABAD,SC,3,1998,ARVIND TULSHIRAM KAMBLE,M,INC,280592
S13,MAHARASHTRA,37,SHOLAPUR,GEN,3,1998,SHINDE SUSHILKUMAR SAMBHAJIRAO,M,INC,336346
S13,MAHARASHTRA,38,PANDHARPUR,SC,3,1998,THORAT SANDIPAN BHAGWAN,M,INC,313676
S13,MAHARASHTRA,39,AHMEDNAGAR,GEN,3,1998,E.V. ALIAS BALASAHEB VIKHE PATIL,M,SHS,323024
S13,MAHARASHTRA,40,KOPARGAON,GEN,3,1998,TANPURE PRASAD BABURAO,M,INC,335730
S13,MAHARASHTRA,41,KHED,GEN,3,1998,MOHOL ASHOK NAMDEORAO,M,INC,349470
S13,MAHARASHTRA,42,PUNE,GEN,3,1998,TUPE VITTHAL  BABURAO,M,INC,434915
S13,MAHARASHTRA,43,BARAMATI,GEN,3,1998,PAWAR SHARADCHANDRA GOVINDRAO,M,INC,529059
S13,MAHARASHTRA,44,SATARA,GEN,3,1998,ABHAYSINH SHAHUMAHARAJ BHOSALE,M,INC,389238
S13,MAHARASHTRA,45,KARAD,GEN,3,1998,CHAVAN PRITHVIRAJ DAJISAHEB,M,INC,399797
S13,MAHARASHTRA,46,SANGLI,GEN,3,1998,PATIL MADAN VISHWANATH,M,INC,338900
S13,MAHARASHTRA,47,ICHALKARANJI,GEN,3,1998,AWADE KALLAPPA BABURAO,M,INC,344817
S13,MAHARASHTRA,48,KOLHAPUR,GEN,3,1998,MANDLIK SADASHIV RAO DADOBA,M,INC,367951
S18,ORISSA,1,MAYURBHANJ,ST,3,1998,SALKHAN MURMU,M,BJP,249255
S18,ORISSA,2,BALASORE,GEN,3,1998,MAHAMEGHABHAN AIRA KHARABELA SWAIN,M,BJP,421068
S18,ORISSA,3,BHADRAK,SC,3,1998,ARJUN CHARAN SETHI,M,BJD,350322
S18,ORISSA,4,JAJPUR,SC,3,1998,RAMA CHANDRA MALLICK,M,INC,283455
S18,ORISSA,5,KENDRAPARA,GEN,3,1998,PRABHAT KUMAR SAMANTARAY,M,BJD,282736
S18,ORISSA,6,CUTTACK,GEN,3,1998,BHARTRUHARI MAHATAB,M,BJD,350314
S18,ORISSA,7,JAGATSINGHPUR,GEN,3,1998,RANJIB BISWAL,M,INC,337492
S18,ORISSA,8,PURI,GEN,3,1998,BRAJA KISHORE TRIPATHY,M,BJD,358978
S18,ORISSA,9,BHUBANESWAR,GEN,3,1998,PRASAMNA KUMAR  PATASANI,M,BJD,378849
S18,ORISSA,10,ASKA,GEN,3,1998,NAVEEN PATNAIK,M,BJD,310751
S18,ORISSA,11,BERHAMPUR,GEN,3,1998,SMT. JAYANTI PATNAIK,F,INC,271044
S18,ORISSA,12,KORAPUT,ST,3,1998,GIRIDHAR GAMANG,M,INC,267425
S18,ORISSA,13,NOWRANGPUR,ST,3,1998,KHAGAPATI PRADHANI,M,INC,280444
S18,ORISSA,14,KALAHANDI,GEN,3,1998,BIKRAM KESHARI DEO,M,BJP,344703
S18,ORISSA,15,PHULBANI,SC,3,1998,PADMANAVA BEHERA,M,BJD,332786
S18,ORISSA,16,BOLANGIR,GEN,3,1998,SANGEETA KUMARI SINGHDEO,F,BJP,360575
S18,ORISSA,17,SAMBALPUR,GEN,3,1998,PRASANNA ACHARYA,M,BJD,310870
S18,ORISSA,18,DEOGARH,GEN,3,1998,DEBENDRA PRADHAN,M,BJP,346820
S18,ORISSA,19,DHENKANAL,GEN,3,1998,TATHAGATA SATAPATHY,M,BJD,299156
S18,ORISSA,20,SUNDARGARH,ST,3,1998,JUAL ORAM,M,BJP,316069
S18,ORISSA,21,KEONJHAR,ST,3,1998,UPENDRANATH NAYAK,M,BJP,347906
S19,PUNJAB,1,GURDASPUR,GEN,3,1998,VINOD KHANNA,M,BJP,398527
S19,PUNJAB,2,AMRITSAR,GEN,3,1998,DAYA SINGH SODHI,M,BJP,361133
S19,PUNJAB,3,TARN TARAN,GEN,3,1998,PREM SINGH LALPURA,M,SAD,355653
S19,PUNJAB,4,JULLUNDUR,GEN,3,1998,INDER KUMAR GUJRAL,M,JD,380785
S19,PUNJAB,5,PHILLAUR,SC,3,1998,SATNAM SINGH KAINTH,M,IND,343856
S19,PUNJAB,6,HOSHIARPUR,GEN,3,1998,KAMAL CHAUDHURY,M,BJP,304091
S19,PUNJAB,7,ROPAR,SC,3,1998,SATWINDER KAUR,F,SAD,378487
S19,PUNJAB,8,PATIALA,GEN,3,1998,PREM SINGH CHANDUMAJRA,M,SAD,410937
S19,PUNJAB,9,LUDHIANA,GEN,3,1998,AMRIK SINGH ALIWAL,M,SAD,370115
S19,PUNJAB,10,SANGRUR,GEN,3,1998,SURJIT SINGH BARNALA,M,SAD,297393
S19,PUNJAB,11,BHATINDA,SC,3,1998,CHATIN SINGH SAMAON,M,SAD,359527
S19,PUNJAB,12,FARIDKOT,GEN,3,1998,SUKHBIR SINGH BADAL,M,SAD,439749
S19,PUNJAB,13,FEROZEPUR,GEN,3,1998,ZORA SINGH,M,SAD,389908
S20,RAJASTHAN,1,GANGANAGAR,SC,3,1998,ENG. SHANKAR PANNU,M,INC,335052
S20,RAJASTHAN,2,BIKANER,GEN,3,1998,BALRAM JAKHAR,M,INC,560257
S20,RAJASTHAN,3,CHURU,GEN,3,1998,NARENDRA BUDANIA,M,INC,347690
S20,RAJASTHAN,4,JHUNJHUNU,GEN,3,1998,SISRAM OLA,M,AIIC(S),338526
S20,RAJASTHAN,5,SIKAR,GEN,3,1998,SUBHASH MAHARIYA,M,BJP,293502
S20,RAJASTHAN,6,JAIPUR,GEN,3,1998,GIRDHARI LAL BHARGAVA,M,BJP,445608
S20,RAJASTHAN,7,DAUSA,GEN,3,1998,RAJESH PILOT,M,INC,415287
S20,RAJASTHAN,8,ALWAR,GEN,3,1998,GHASI RAM YADAV,M,INC,203574
S20,RAJASTHAN,9,BHARATPUR,GEN,3,1998,K. NATWAR SINGH,M,INC,252617
S20,RAJASTHAN,10,BAYANA,SC,3,1998,GANGARAM KOLI,M,BJP,226249
S20,RAJASTHAN,11,SAWAI MADHOPUR,ST,3,1998,USHA,F,INC,282472
S20,RAJASTHAN,12,AJMER,GEN,3,1998,PRABHA THAKUR,F,INC,290524
S20,RAJASTHAN,13,TONK,SC,3,1998,DOWARKA PARSHAD BAIRWA,M,INC,312307
S20,RAJASTHAN,14,KOTA,GEN,3,1998,RAM NARAIN MEENA,M,INC,364183
S20,RAJASTHAN,15,JHALAWAR,GEN,3,1998,VASUNDHARA RAJE,F,BJP,333746
S20,RAJASTHAN,16,BANSWARA,ST,3,1998,MAHENDRAJEET SINGH,M,INC,323588
S20,RAJASTHAN,17,SALUMBER,ST,3,1998,BHERU LAL (MEENA),M,INC,315704
S20,RAJASTHAN,18,UDAIPUR,GEN,3,1998,SHANTI LAL CHAPLOT,M,BJP,367994
S20,RAJASTHAN,19,CHITTORGARH,GEN,3,1998,UDAI LAL ANJANA,M,INC,399666
S20,RAJASTHAN,20,BHILWARA,GEN,3,1998,RAMPAL UPADHAYAYA,M,INC,356914
S20,RAJASTHAN,21,PALI,GEN,3,1998,MITHA LAL JAIN,M,INC,282369
S20,RAJASTHAN,22,JALORE,SC,3,1998,BUTA SINGH,M,IND,365336
S20,RAJASTHAN,23,BARMER,GEN,3,1998,COL.SONARAM CHOWDHARY,M,INC,446107
S20,RAJASTHAN,24,JODHPUR,GEN,3,1998,ASHOK GAHLOT,M,INC,369780
S20,RAJASTHAN,25,NAGAUR,GEN,3,1998,RAMRAGHUNATH,M,INC,411894
S22,TAMIL NADU,1,MADRAS NORTH,GEN,3,1998,KUPPUSAMI C,M,DMK,401322
S22,TAMIL NADU,2,MADRAS CENTRAL,GEN,3,1998,MURASOLI MARAN,M,DMK,300774
S22,TAMIL NADU,3,MADRAS SOUTH,GEN,3,1998,BAALU T.R.,M,DMK,432913
S22,TAMIL NADU,4,SRIPERUMBUDUR,SC,3,1998,"VENUGOPAL, K.",M,ADMK,326528
S22,TAMIL NADU,5,CHENGALPATTU,GEN,3,1998,KANCHI PANNEERSELVAM,M,ADMK,329239
S22,TAMIL NADU,6,ARAKKONAM,GEN,3,1998,GOPAL C,M,ADMK,359431
S22,TAMIL NADU,7,VELLORE,GEN,3,1998,SHANMUGAM N.T.,M,PMK,331035
S22,TAMIL NADU,8,TIRUPPATTUR,GEN,3,1998,VENUGOPAL. D,M,DMK,322990
S22,TAMIL NADU,9,VANDAVASI,GEN,3,1998,DURAI M.,M,PMK,327010
S22,TAMIL NADU,10,TINDIVANAM,GEN,3,1998,RAMACHANDRAN N. GINGEE,M,MDMK,320141
S22,TAMIL NADU,11,CUDDALORE,GEN,3,1998,DHAMOTHARAN M.C.,M,ADMK,309985
S22,TAMIL NADU,12,CHIDAMBARAM,SC,3,1998,ELUMALAI ALIAS EZHILMALAI R.,M,PMK,305372
S22,TAMIL NADU,13,DHARMAPURI,GEN,3,1998,PARY MOHAN K.,M,PMK,341917
S22,TAMIL NADU,14,KRISHNAGIRI,GEN,3,1998,MUNUSAMY K.P.,M,ADMK,315762
S22,TAMIL NADU,15,RASIPURAM,SC,3,1998,SAROJA V.DR.,F,ADMK,302801
S22,TAMIL NADU,16,SALEM,GEN,3,1998,RAMAMURTHY K.,M,IND,365557
S22,TAMIL NADU,17,TIRUCHENGODE,GEN,3,1998,PALANISWAMY K.,M,ADMK,414992
S22,TAMIL NADU,18,NILGIRIS,GEN,3,1998,MATHAN M. ALIAS MASTER MATHAN M.,M,BJP,322818
S22,TAMIL NADU,19,GOBICHETTIPALAYAM,GEN,3,1998,CHINNASAMY V.K.,M,ADMK,329753
S22,TAMIL NADU,20,COIMBATORE,GEN,3,1998,RADHAKRISHNAN C.P.,M,BJP,449269
S22,TAMIL NADU,21,POLLACHI,SC,3,1998,THIYAGARAJAN M.,M,ADMK,306083
S22,TAMIL NADU,22,PALANI,GEN,3,1998,GANESHAMURTHI A.,M,MDMK,286300
S22,TAMIL NADU,23,DINDIGUL,GEN,3,1998,SREENIVAASAN C.,M,ADMK,276106
S22,TAMIL NADU,24,MADURAI,GEN,3,1998,SUBRAMANIAN SWAMY,M,JP,266202
S22,TAMIL NADU,25,PERIYAKULAM,GEN,3,1998,MUTHIAH .R,M,ADMK,319672
S22,TAMIL NADU,26,KARUR,GEN,3,1998,THAMBI DURAI.M,M,ADMK,327480
S22,TAMIL NADU,27,TIRUCHIRAPPALLI,GEN,3,1998,RANGARAJAN KUMARAMANGALAM,M,BJP,305233
S22,TAMIL NADU,28,PERAMBALUR,SC,3,1998,"RAJARETHINAM, P",M,ADMK,341118
S22,TAMIL NADU,29,MAYILADUTURAI,GEN,3,1998,"KRISHNAMOORTHY, K.",M,TMC(M),286098
S22,TAMIL NADU,30,NAGAPATTINAM,SC,3,1998,"SELVARASU, M.",M,CPI,375589
S22,TAMIL NADU,31,THANJAVUR,GEN,3,1998,"PALANIMANICKAM, S.S.",M,DMK,324344
S22,TAMIL NADU,32,PUDUKKOTTAI,GEN,3,1998,"PARAMASIVAM, RAJA",M,ADMK,288072
S22,TAMIL NADU,33,SIVAGANGA,GEN,3,1998,"CHIDAMBARAM, P.",M,TMC(M),303854
S22,TAMIL NADU,34,RAMANATHAPURAM,GEN,3,1998,"SATHIAMOORTHY, V.",M,ADMK,258978
S22,TAMIL NADU,35,SIVAKASI,GEN,3,1998,VAIKO,M,MDMK,387694
S22,TAMIL NADU,36,TIRUNELVELI,GEN,3,1998,"JANARTHANAN, R.",M,ADMK,247823
S22,TAMIL NADU,37,TENKASI,SC,3,1998,"Murugesan,S.",M,ADMK,270053
S22,TAMIL NADU,38,TIRUCHENDUR,GEN,3,1998,RAMARAAJAN,M,ADMK,264290
S22,TAMIL NADU,39,NAGERCOIL,GEN,3,1998,"DENNIS, N.",M,TMC(M),296611
S24,UTTAR PRADESH,1,TEHRI GARHWAL,GEN,3,1998,MANABENDRA SHAH,M,BJP,262545
S24,UTTAR PRADESH,2,GARHWAL,GEN,3,1998,MAJ. GEN.(RTD) BHUWAN CHANDRA KHANDURI (A.V.S.M.),M,BJP,280258
S24,UTTAR PRADESH,3,ALMORA,GEN,3,1998,BACHI SINGH RAWAT,M,BJP,228414
S24,UTTAR PRADESH,4,NAINITAL,GEN,3,1998,ILA PANT,F,BJP,292761
S24,UTTAR PRADESH,5,BIJNOR,SC,3,1998,OMWATI DEVI,F,SP,282612
S24,UTTAR PRADESH,6,AMROHA,GEN,3,1998,CHETAN CHAUHAN,M,BJP,295603
S24,UTTAR PRADESH,7,MORADABAD,GEN,3,1998,DR. SHAFIQUR RAHMAN BARQ,M,SP,289484
S24,UTTAR PRADESH,8,RAMPUR,GEN,3,1998,MUKHTAR ABBAS NAQVI,M,BJP,265116
S24,UTTAR PRADESH,9,SAMBHAL,GEN,3,1998,MULAYAM SINGH YADAV,M,SP,376828
S24,UTTAR PRADESH,10,BUDAUN,GEN,3,1998,SALEEM IQBAL SHERVANI,M,SP,264583
S24,UTTAR PRADESH,11,AONLA,GEN,3,1998,RAJVEER SINGH,M,BJP,218471
S24,UTTAR PRADESH,12,BAREILLY,GEN,3,1998,SANTOSH KUMAR GANGWAR,M,BJP,314480
S24,UTTAR PRADESH,13,PILIBHIT,GEN,3,1998,MANEKA GANDHI,F,IND,390381
S24,UTTAR PRADESH,14,SHAHJAHANPUR,GEN,3,1998,SATYAPAL SINGH YADAV,M,BJP,208272
S24,UTTAR PRADESH,15,KHERI,GEN,3,1998,RAVI PRAKASH VERMA,M,SP,233668
S24,UTTAR PRADESH,16,SHAHABAD,GEN,3,1998,RAGHVENDRA SINGH,M,BJP,207131
S24,UTTAR PRADESH,17,SITAPUR,GEN,3,1998,JANARDAN PRASAD MISRA,M,BJP,216874
S24,UTTAR PRADESH,18,MISRIKH,SC,3,1998,RAM SHANKER,M,BSP,181618
S24,UTTAR PRADESH,19,HARDOI,SC,3,1998,USHA VARMA,F,SP,206634
S24,UTTAR PRADESH,20,LUCKNOW,GEN,3,1998,ATAL BEHARI VAJPAYEE,M,BJP,431738
S24,UTTAR PRADESH,21,MOHANLALGANJ,SC,3,1998,REENA CHAUDHARY,F,SP,200108
S24,UTTAR PRADESH,22,UNNAO,GEN,3,1998,DEVI BUX,M,BJP,208077
S24,UTTAR PRADESH,23,RAE BARELI,GEN,3,1998,ASHOK SINGH,M,BJP,237204
S24,UTTAR PRADESH,24,PRATAPGARH,GEN,3,1998,RAM VILAS VEDANTI,M,BJP,232927
S24,UTTAR PRADESH,25,AMETHI,GEN,3,1998,SANJAY SINGH,M,BJP,205025
S24,UTTAR PRADESH,26,SULTANPUR,GEN,3,1998,DEBENDRA BAHADUR RAI,M,BJP,269951
S24,UTTAR PRADESH,27,AKBARPUR,SC,3,1998,MAYAWATI,F,BSP,263561
S24,UTTAR PRADESH,28,FAIZABAD,GEN,3,1998,MITRASEN YADAV,M,SP,253331
S24,UTTAR PRADESH,29,BARA BANKI,SC,3,1998,BAIJNATH RAWAT,M,BJP,228368
S24,UTTAR PRADESH,30,KAISERGANJ,GEN,3,1998,BENI PRASAD VERMA,M,SP,264369
S24,UTTAR PRADESH,31,BAHRAICH,GEN,3,1998,ARIF MOHAMMAD KHAN,M,BSP,262360
S24,UTTAR PRADESH,32,BALRAMPUR,GEN,3,1998,RIZWAN ZAHEER KHAN ALIAS RIZOO BHAIYA,M,SP,312831
S24,UTTAR PRADESH,33,GONDA,GEN,3,1998,KIRTI VADHAN SINGH ALIAS KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,M,SP,278449
S24,UTTAR PRADESH,34,BASTI,SC,3,1998,SHRI RAM CHAUHAN,M,BJP,244233
S24,UTTAR PRADESH,35,DOMARIAGANJ,GEN,3,1998,RAM PAL SINGH,M,BJP,250569
S24,UTTAR PRADESH,36,KHALILABAD,GEN,3,1998,INDRAJEET MISHRA,M,BJP,197149
S24,UTTAR PRADESH,37,BANSGAON,SC,3,1998,RAJ NARAIN PASHI,M,BJP,217433
S24,UTTAR PRADESH,38,GORAKHPUR,GEN,3,1998,ADITYANATH,M,BJP,268428
S24,UTTAR PRADESH,39,MAHARAJGANJ,GEN,3,1998,PANKAJ CHOUDHARI,M,BJP,233361
S24,UTTAR PRADESH,40,PADRAUNA,GEN,3,1998,RAM NAGINA MISHRA,M,BJP,256695
S24,UTTAR PRADESH,41,DEORIA,GEN,3,1998,MOHAN SINGH,M,SP,259804
S24,UTTAR PRADESH,42,SALEMPUR,GEN,3,1998,HARI KEWAL PRASAD,M,SAP,219450
S24,UTTAR PRADESH,43,BALLIA,GEN,3,1998,CHANDRA SHEKHAR,M,SJP(R),260544
S24,UTTAR PRADESH,44,GHOSI,GEN,3,1998,KALPNATH RAI,M,SAP,222126
S24,UTTAR PRADESH,45,AZAMGARH,GEN,3,1998,AKBAR AHMAD DAMPY,M,BSP,249065
S24,UTTAR PRADESH,46,LALGANJ,SC,3,1998,DAROGA PRASAD SAROJ,M,SP,248234
S24,UTTAR PRADESH,47,MACHHLISHAHR,GEN,3,1998,CHINMAYANAND,M,BJP,237895
S24,UTTAR PRADESH,48,JAUNPUR,GEN,3,1998,PARAS NATH YADAV,M,SP,226865
S24,UTTAR PRADESH,49,SAIDPUR,SC,3,1998,VIJAY,M,BJP,231407
S24,UTTAR PRADESH,50,GHAZIPUR,GEN,3,1998,OM PRAKASH,M,SP,265705
S24,UTTAR PRADESH,51,CHANDAULI,GEN,3,1998,ANAND RATNA MAURYA,M,BJP,227219
S24,UTTAR PRADESH,52,VARANASI,GEN,3,1998,SHANKAR PRASAD JAISWAL,M,BJP,277232
S24,UTTAR PRADESH,53,ROBERTSGANJ,SC,3,1998,RAM SHAKAL,M,BJP,261530
S24,UTTAR PRADESH,54,MIRZAPUR,GEN,3,1998,VIRENDRA SINGH,M,BJP,346635
S24,UTTAR PRADESH,55,PHULPUR,GEN,3,1998,JANG BAHADUR SINGH PATEL,M,SP,216124
S24,UTTAR PRADESH,56,ALLAHABAD,GEN,3,1998,DR. MURLI MANOHAR JOSHI,M,BJP,265232
S24,UTTAR PRADESH,57,CHAIL,SC,3,1998,SHAILENDRA KUMAR,M,SP,187049
S24,UTTAR PRADESH,58,FATEHPUR,GEN,3,1998,ASHOK KUMAR PATEL,M,BJP,232131
S24,UTTAR PRADESH,59,BANDA,GEN,3,1998,RAMESH CHANDRA DWIVEDI,M,BJP,184401
S24,UTTAR PRADESH,60,HAMIRPUR,GEN,3,1998,GANGA CHARAN S/O RAM SWAROOP,M,BJP,201810
S24,UTTAR PRADESH,61,JHANSI,GEN,3,1998,RAJENDRA AGNIHOTRI,M,BJP,273333
S24,UTTAR PRADESH,62,JALAUN,SC,3,1998,BHANU PRATAP SINGH,M,BJP,233727
S24,UTTAR PRADESH,63,GHATAMPUR,SC,3,1998,KAMAL RANI,F,BJP,206598
S24,UTTAR PRADESH,64,BILHAUR,GEN,3,1998,SHYAM BIHARI MISHRA,M,BJP,280318
S24,UTTAR PRADESH,65,KANPUR,GEN,3,1998,JAGAT VEER SINGH DRON,M,BJP,335996
S24,UTTAR PRADESH,66,ETAWAH,GEN,3,1998,SUKHDA MISHRA,F,BJP,259980
S24,UTTAR PRADESH,67,KANNAUJ,GEN,3,1998,PRADEEP KUMAR YADAV,M,SP,294065
S24,UTTAR PRADESH,68,FARRUKHABAD,GEN,3,1998,SWAMI SACHCHIANAND HARI SAKSHI,M,BJP,224636
S24,UTTAR PRADESH,69,MAINPURI,GEN,3,1998,BALRAM SINGH YADAV,M,SP,264734
S24,UTTAR PRADESH,70,JALESAR,GEN,3,1998,PROFESSOR. S.P. SINGH BAGHEL,M,SP,265505
S24,UTTAR PRADESH,71,ETAH,GEN,3,1998,MAHADEEPAK SINGH,M,BJP,286982
S24,UTTAR PRADESH,72,FIROZABAD,SC,3,1998,PRABHU DAYAL KATHERIA,M,BJP,263263
S24,UTTAR PRADESH,73,AGRA,GEN,3,1998,BHAGWAN SHANKAR RAWAT,M,BJP,240172
S24,UTTAR PRADESH,74,MATHURA,GEN,3,1998,TEJVEER,M,BJP,303831
S24,UTTAR PRADESH,75,HATHRAS,SC,3,1998,KISHAN LAL DILER,M,BJP,261809
S24,UTTAR PRADESH,76,ALIGARH,GEN,3,1998,SHEELA GAUTAM,F,BJP,292637
S24,UTTAR PRADESH,77,KHURJA,SC,3,1998,ASHOK KUMAR PRADHAN,M,BJP,325791
S24,UTTAR PRADESH,78,BULANDSHAHR,GEN,3,1998,CHHATTARPAL,M,BJP,248212
S24,UTTAR PRADESH,79,HAPUR,GEN,3,1998,RAMESH CHAND TOMAR,M,BJP,341177
S24,UTTAR PRADESH,80,MEERUT,GEN,3,1998,AMAR PAL SINGH,M,BJP,319168
S24,UTTAR PRADESH,81,BAGHPAT,GEN,3,1998,SOMPAL,M,BJP,264736
S24,UTTAR PRADESH,82,MUZAFFARNAGAR,GEN,3,1998,SOHANVEER SINGH,M,BJP,250466
S24,UTTAR PRADESH,83,KAIRANA,GEN,3,1998,VIRENDRA VERMA,M,BJP,289110
S24,UTTAR PRADESH,84,SAHARANPUR,GEN,3,1998,NAKLI SINGH,M,BJP,275103
S24,UTTAR PRADESH,85,HARDWAR,SC,3,1998,HARPAL SINGH SATHI,M,BJP,320229
S25,WEST BENGAL,1,COOCH BEHAR,SC,3,1998,AMAR ROYPRADHAN,M,FBL,396140
S25,WEST BENGAL,2,ALIPURDUARS,ST,3,1998,JOACHIM BAXLA,M,RSP,415006
S25,WEST BENGAL,3,JALPAIGURI,GEN,3,1998,MINATI SEN,F,CPM,426672
S25,WEST BENGAL,4,DARJEELING,GEN,3,1998,ANANDA PATHAK,M,CPM,280589
S25,WEST BENGAL,5,RAIGANJ,GEN,3,1998,SUBRATA MUKHERJEE,M,CPM,350897
S25,WEST BENGAL,6,BALURGHAT,SC,3,1998,RANEN BARMAN,M,RSP,428710
S25,WEST BENGAL,7,MALDA,GEN,3,1998,ABUL BARKAT ATAUL GHANI KHAN CHOUDHURY,M,INC,353117
S25,WEST BENGAL,8,JANGIPUR,GEN,3,1998,ABUL HASNAT KHAN,M,CPM,396761
S25,WEST BENGAL,9,MURSHIDABAD,GEN,3,1998,MOINUL HASSAN,M,CPM,463401
S25,WEST BENGAL,10,BERHAMPORE,GEN,3,1998,PROMOTHES MUKHERJEE,M,RSP,385979
S25,WEST BENGAL,11,KRISHNAGAR,GEN,3,1998,AJOY MUKHOPADHYAY,M,CPM,372490
S25,WEST BENGAL,12,NABADWIP,SC,3,1998,ASIM BALA,M,CPM,463813
S25,WEST BENGAL,13,BARASAT,GEN,3,1998,DR RANJIT KUMAR PANJA,M,WBTC,499181
S25,WEST BENGAL,14,BASIRHAT,GEN,3,1998,AJAY CHAKRABORTY,M,CPI,425442
S25,WEST BENGAL,15,JOYNAGAR,SC,3,1998,SANAT KUMAR MANDAL,M,RSP,406745
S25,WEST BENGAL,16,MATHURAPUR,SC,3,1998,RADHIKA RANJAN PRAMANIK,M,CPM,393635
S25,WEST BENGAL,17,DIAMOND HARBOUR,GEN,3,1998,SAMIK LAHIRI,M,CPM,405048
S25,WEST BENGAL,18,JADAVPUR,GEN,3,1998,KRISHNA BOSE,F,WBTC,514338
S25,WEST BENGAL,19,BARRACKPORE,GEN,3,1998,TARIT BARAN TOPDAR,M,CPM,383054
S25,WEST BENGAL,20,DUM DUM,GEN,3,1998,TAPAN SIKDAR,M,BJP,631383
S25,WEST BENGAL,21,CALCUTTA NORTH WEST,GEN,3,1998,SUDIP BANDYOPADHYAY,M,WBTC,226832
S25,WEST BENGAL,22,CALCUTTA NORTH EAST,GEN,3,1998,AJIT KUMAR PANJA,M,WBTC,310361
S25,WEST BENGAL,23,CALCUTTA SOUTH,GEN,3,1998,MAMATA BANERJEE,F,WBTC,503551
S25,WEST BENGAL,24,HOWRAH,GEN,3,1998,DR BIKRAM SARKAR,M,WBTC,437224
S25,WEST BENGAL,25,ULUBERIA,GEN,3,1998,HANNAN MOLLAH,M,CPM,404000
S25,WEST BENGAL,26,SERAMPORE,GEN,3,1998,AKBOR ALI KHANDOKER,M,WBTC,439269
S25,WEST BENGAL,27,HOOGHLY,GEN,3,1998,RUPCHAND PAL,M,CPM,431229
S25,WEST BENGAL,28,ARAMBAGH,GEN,3,1998,ANIL BASU,M,CPM,521507
S25,WEST BENGAL,29,PANSKURA,GEN,3,1998,GEETA MUKHERJEE,F,CPI,450092
S25,WEST BENGAL,30,TAMLUK,GEN,3,1998,LAKSHMAN CHANDRA SETH,M,CPM,477516
S25,WEST BENGAL,31,CONTAI,GEN,3,1998,SUDHIR GIRI,M,CPM,394017
S25,WEST BENGAL,32,MIDNAPORE,GEN,3,1998,INDRAJIT GUPTA,M,CPI,452671
S25,WEST BENGAL,33,JHARGRAM,ST,3,1998,MURMU RUPCHAND,M,CPM,455625
S25,WEST BENGAL,34,PURULIA,GEN,3,1998,BIR SINGH MAHAT0,M,FBL,376313
S25,WEST BENGAL,35,BANKURA,GEN,3,1998,ACHARIA BASUDEB,M,CPM,369695
S25,WEST BENGAL,36,VISHNUPUR,SC,3,1998,SANDHYA BAURI,F,CPM,479727
S25,WEST BENGAL,37,DURGAPUR,SC,3,1998,KHAN SUNIL,M,CPM,468449
S25,WEST BENGAL,38,ASANSOL,GEN,3,1998,BIKASH CHOWDHURY,M,CPM,355382
S25,WEST BENGAL,39,BURDWAN,GEN,3,1998,SAR NIKHILANANDA,M,CPM,578825
S25,WEST BENGAL,40,KATWA,GEN,3,1998,ZAHEDI MAHBOOB,M,CPM,470543
S25,WEST BENGAL,41,BOLPUR,GEN,3,1998,SOMNATH CHATTERJEE,M,CPM,470645
S25,WEST BENGAL,42,BIRBHUM,SC,3,1998,DOME RAM CHANDRA,M,CPM,380314
U05,DELHI,1,NEW DELHI,GEN,3,1998,JAGMOHAN,M,BJP,139905
U05,DELHI,2,SOUTH DELHI,GEN,3,1998,SUSHMA SWARAJ,F,BJP,331756
U05,DELHI,3,OUTER DELHI,GEN,3,1998,KRISHAN LAL SHARMA,M,BJP,715170
U05,DELHI,4,EAST DELHI,GEN,3,1998,LAL BIHARI TIWARI,M,BJP,563083
U05,DELHI,5,CHANDNI CHOWK,GEN,3,1998,VIJAY GOEL,M,BJP,79546
U05,DELHI,6,DELHI SADAR,GEN,3,1998,MADAN LAL KHURANA,M,BJP,168733
U05,DELHI,7,KAROL BAGH,SC,3,1998,MEIRA KUMAR,F,INC,145887
