Constituency,State,MP,Party,Year
GHOSI,Uttar Pradesh, RAJ KUMAR,INC,1987
AZAMGARH,Uttar Pradesh, SANTOSH KUMAR SINGH,INC,1987
LALGANJ (SC),Uttar Pradesh, RAMDHAN,INC,1987
JAUNPUR,Uttar Pradesh, KAMALA PRASAD SINGH,INC,1987
SAIDPUR (SC),Uttar Pradesh, RAM SMUJHAWAN,INC,1987
GHAZIPUR,Uttar Pradesh, ZAINUL BASHER,INC,1987
CHANDAULI,Uttar Pradesh, CHANDA TRIPATI,INC,1987
VARANASI,Uttar Pradesh, SHYAM LAL YADAVA,INC,1987
ROBERTSGANJ (SC),Uttar Pradesh, RAM PYARE,INC,1987
MIRZAPUR,Uttar Pradesh, UMA KANT MISHRA,INC,1987
PHULPUR,Uttar Pradesh, RAM PUJAN PATEL,INC,1987
ALLAHABAD,Uttar Pradesh, AMITABH BACHCHAN,INC,1987
CHAIL,Uttar Pradesh, (SC) BIHARI LAL SHAILESH,INC,1987
FATEHPUR,Uttar Pradesh, HARI KRISHNA SHASTRI,INC,1987
BANDA,Uttar Pradesh, BHISM DEO DUBEY,INC,1987
HAMIRPUR,Uttar Pradesh, SWAMI PRASAD SINGH,INC,1987
JHANSI,Uttar Pradesh, SUJAN SINGH BUNDELA,INC,1987
JALAUN (SC),Uttar Pradesh, LACHHI RAM,INC,1987
GHATAMPUR (SC),Uttar Pradesh, ASKARAN,INC,1987
BILHAUR,Uttar Pradesh, JAGDISH AWASTHI,INC,1987
KANPUR,Uttar Pradesh, NARESH CHANDRA CHATURVEDI,INC,1987
ETAWAH,Uttar Pradesh, RAGHURAJ SINGH,INC,1987
KANNAUJ,Uttar Pradesh, SHEILA DIXIT,INC,1987
FARRUKHABAD,Uttar Pradesh, KHURSHED ALAM KHAN,INC,1987
MAINPURI,Uttar Pradesh, BALRAM SINGH YADAV,INC,1987
JALESAR,Uttar Pradesh, KAILASH CHANDRA YADAV,INC,1987
AGRA,Uttar Pradesh, NIHAL SINGH,INC,1987
MATHURA,Uttar Pradesh, MANVENDRA SINGH,INC,1987
HATHRAS (SC),Uttar Pradesh, PURAN CHAND,INC,1987
ALIGARH,Uttar Pradesh, USHA RANI,INC,1987
KHURJA (SC),Uttar Pradesh, VEER SEN,INC,1987
BULANDSHAHR,Uttar Pradesh, KR. SURENDRA PAL,INC,1987
HAPUR,Uttar Pradesh, KEDAR NATH,INC,1987
MEERUT,Uttar Pradesh, MOHSINA KIDWAI,INC,1987
BAGHPAT,Uttar Pradesh, CHARAN SINGH,LKD,1987
MUZAFFARNAGAR,Uttar Pradesh, DHARAM VIR SINGH,INC,1987
KAIRANA,Uttar Pradesh, AKHTAR HASAN,INC,1987
TEHRI GARHWAL ,Uttar Pradesh,BRAHMA DUTT ,INC,1987
BUDAUN ,Uttar Pradesh,SALEEM IQBAL SHERWANI ,INC,1987
BARA BANKI (SC) ,Uttar Pradesh,KAMLA PRASAD ,INC,1987
PADRAUNA ,Uttar Pradesh,CHANDRA PRATAP NARAIN SINGH ,INC,1987
MACHHLISHAHR ,Uttar Pradesh,SRIPATI ,INC,1987
ETAH ,Uttar Pradesh,MUHAMMAD MEHFOOJ ALI KHAN ALIAS PYAREY MAIN, LKD,1987
FIROZABAD (SC) ,Uttar Pradesh,GANGA RAM ,INC,1987
SAHARANPUR ,Uttar Pradesh,YASHPAL SINGH ,INC,1987
HARDWAR (SC) ,Uttar Pradesh,R. SINGH,INC,1987
JALPAIGURI,West Bengal, MANIK SANYAL,CPM,1987
DARJEELING,West Bengal, ANANDA PRASAD PATHAK,CPM,1987
RAIGANJ,West Bengal, GOLAM YAZDANI,INC,1987
BALURGHAT (SC),West Bengal, PALAS BARMAN,RSP,1987
MALDA,West Bengal, ABU BARKAT ATAUL GHANI KHAN CHOUDHURY,INC,1987
JANGIPUR,West Bengal, ABEDIN ZAINAL,CPM,1987
MURSHIDABAD,West Bengal, SYED MUSUDAL HOSSAIN,CPM,1987
KRISHNAGAR,West Bengal, RENU PADA DAS,CPM,1987
NABADWIP (SC),West Bengal, BIBHA GHOSH (GOSWAMI),CPM,1987
BARASAT,West Bengal, TARUN KANTI GHOSH,INC,1987
JOYNAGAR (SC),West Bengal, SANT KUMAR MANDAL,RSP,1987
MATHURAPUR (SC),West Bengal, MANORANJAN HALDER,INC,1987
DIAMOND HARBOUR,West Bengal, AMAL DATTA,CPM,1987
JADAVPUR,West Bengal, MAMATA BANERJEE,INC,1987
BARRACKPORE,West Bengal, DEBI GHOSAL,INC,1987
DUM DUM,West Bengal, ASUTOSH LAW,INC,1987
CALCUTTA SOUTH,West Bengal, BHOLA NATH SEN,INC,1987
HOWRAH,West Bengal, PRIYA RANJAN DAS  MUNSHI,INC,1987
ULUBERIA,West Bengal, HANNAN MOLLAH,CPM,1987
SERAMPORE,West Bengal, BIMAL KANTI GHOSH,INC,1987
HOOGHLY,West Bengal, INDUMATI BHATTACHARYYA,INC,1987
PANSKURA,West Bengal, GEETA MUKHERJEE,CPI,1987
TAMLUK,West Bengal, MISHRA SATYAGOPAL,CPM,1987
CONTAI,West Bengal, PHULRENU GUHA,INC,1987
MIDNAPORE,West Bengal, NARAYAN CHOUBEY,CPI,1987
JHARGRAM (ST),West Bengal, MOTILAL HANSDA,CPM,1987
PURULIA,West Bengal, CHITTARANJAN MAHATA,FBL,1987
BANKURA,West Bengal, ACHARIA BASUDEB,CPM,1987
VISHNUPUR (SC),West Bengal, AJIT KUMAR SAHA,CPM,1987
DURGAPUR (SC),West Bengal, PURNA CHANDRA MALIK,CPM,1987
ASANSOL,West Bengal, ANADA GOPAL MUKHERJEE,INC,1987
BURDWAN,West Bengal, SUDHIR RAY,CPM,1987
KATWA,West Bengal, SAIFUDDIN CHOWDHURY,CPM,1987
BOLPUR,West Bengal,S. CHATTERJEE,CPM,1987
COOCH BEHAR (SC) ,West Bengal,AMAR ROY PRODHAN, FBL,1987
ALIPURDUARS (ST) ,West Bengal,PIJUS TIRKEY ,RSP,1987
BERHAMPORE ,West Bengal,ATISH CHANDRA SINHA ,INC,1987
BASIRHAT ,West Bengal,INDRAJIT GUPTA ,CPI,1987
CALCUTTA NORTH WEST ,West Bengal,ASHOK KUMAR SEN ,INC,1987
CALCUTTA NORTH EAST ,West Bengal,AJIT KUMAR PANJA ,INC,1987
ARAMBAGH ,West Bengal,ANIL BASU ,CPM,1987
BIRBHUM (SC) ,West Bengal,GADAHAR SAHA ,CPM,1987
SOUTH DELHI,Delhi,A.SINGH,IND,1987
OUTER DELHI,Delhi, BHARAT SINGH,INC,1987
EAST DELHI,Delhi, H.K.L.BHAGAT,INC,1987
CHANDNI CHOWK,Delhi, JAI PARKASH AGARWAL,INC,1987
DELHI SADAR,Delhi, JAGDISH TYTLER,INC,1987
NEW DELHI ,Delhi,KRSIHAN CHANDRA PANT ,INC,1987
KAROL BAGH (SC) ,Delhi,SUNDERWATI NAWAL PRABHAKAR ,INC,1987
AMRITSAR,Punjab,RAGHUNANDAN LAL BHATIA ,INC,1987
BHATINDA (SC),Punjab,TEJA SINGH DARDI ,SAD,1987
FARIDKOT,Punjab,SHAMINDER SINGH ,SAD,1987
FEROZEPUR,Punjab,GURDIAL SINGH DHILLON ,INC,1987
GURDASPUR,Punjab,SUKHBUNS KAUR ,INC,1987
HOSHIARPUR,Punjab,KAMAL CHUDHARY,INC,1987
JULLUNDUR,Punjab,RAJINDER SINGH SPARROW ,INC,1987
LUDHIANA,Punjab,MEWA SINGH ,SAD,1987
PATIALA,Punjab,CHARANJIT SINGH ,SAD,1987
PHILLAUR (SC),Punjab,SUNDER SINGH ,INC,1987
ROPAR,Punjab,CHARANJIT SINGH ,SAD,1987
SANGRUR,Punjab,BALWANT SINGH RAMUWALIA ,SAD,1987
TARN TARAN,Punjab,TARLOCHAN SINGH TUR ,SAD,1987
MIRYALGUDA ,Andhra,BHIMREDDY NARSIMHA REDDY ,CPM,1988
NALGONDA ,Andhra,MALLAREDDY RAGUMA REDDY ,TDP,1988
NARASAPUR ,Andhra,VIJAYA KUMAR RAJU BHUPATHIRAJU ,TDP,1988
AMALAPURAM (SC) ,Andhra,AITHABATHUL A JOGESWARA VENKATA BUTHCI MAHESWARA RAO ,TDP,1988
BOBBILI ,Andhra,ANAND GAJAPATHI RAJU POOSAPATI ,TDP,1988
PARVATHIPURAM (ST) ,Andhra,KISHORE CHANDRA SURYAMARAYANA DEO VYRICHERIA ,ICS,1988
SRIKAKULAM ,Andhra,APPAYYADORA HANUMANTU ,TDP,1988
VISAKHAPATNAM,Andhra, BHATTAM SREERAMA MURTHY,TDP,1988
BHADRACHALAM (ST),Andhra, SODE RAMAIAH,CPI,1988
ANAKAPALLI,Andhra, APPALANARASIMHAM P.,TDP,1988
KAKINADA,Andhra, THOTA GOPALA KRISHNA,TDP,1988
RAJAHMUNDRY,Andhra, SRIHARI RAO,TDP,1988
ELURU,Andhra, BOLLA BULLI RAMAIAH,TDP,1988
MACHILIPATNAM,Andhra, SAMBASIVARAO KUVURU,INC,1988
VIJAYAWADA,Andhra, VADDE SOBHANADREESWARA RAO,TDP,1988
TENALI,Andhra, NISSANKARARAO VENKATARATNAM,TDP,1988
GUNTUR,Andhra, N.G.RANGA,INC,1988
BAPATLA,Andhra, CHIMATA SAMBU,TDP,1988
NARASARAOPET,Andhra, KATURI NARAYANASWAMY,TDP,1988
ONGOLE,Andhra, BEZAWADA PAPIREDDY,TDP,1988
NELLORE (SC),Andhra, PENCHALAIAH PUCHALAPALLI,TDP,1988
TIRUPATHI (SC),Andhra, CHINTA MOHAN,TDP,1988
CHITTOOR,Andhra, N.P.JHANSI LAKSHMI,TDP,1988
RAJAMPET,Andhra, PALAKONDRAYUDU SUGAVASI,TDP,1988
CUDDAPAH,Andhra, D.N.REDDY,TDP,1988
HINDUPUR,Andhra, K. RAMACHANDRA REDDY,TDP,1988
ANANTAPUR,Andhra, DEVINENI NARAYANA SWAMY,TDP,1988
KURNOOL,Andhra, ERASU AYYAPU REDDY,TDP,1988
NANDYAL,Andhra, MADDUR SUBBA REDDY,TDP,1988
NAGARKURNOOL (SC),Andhra, V. TULSIRAM,TDP,1988
MAHABUBNAGAR,Andhra, SUDINI JAIPAL REDDY,JNP,1988
HYDERABAD,Andhra, SULTAN SALAHUDDIN OWAISE,IND,1988
SECUNDERABAD,Andhra,T. MANEMMHJA (W),INC,1988
SIDDIPET (SC),Andhra, G.VIJAYARAMARAO,TDP,1988
MEDAK,Andhra, P.MANIK REDDY,TDP,1988
NIZAMABAD,Andhra, TADUR BALA GOUD,INC,1988
ADILABAD,Andhra, C. MADHAV REDDY,TDP,1988
PEDDAPALLI (SC),Andhra, GOTTE BHOOPATHY,TDP,1988
KARIMNAGAR,Andhra, JUVVADI CHOKKARAO,INC,1988
HANAMKONDA,Andhra, CHANDUPATLA JANGA REDDY,BJP,1988
WARANGAL,Andhra, T. KALPANA DEVI,TDP,1988
KHAMMAM,Andhra, JALAGAM VENGALA RAO,INC,1988
BETTIAH,Bihar, MANOJ KUMAR PANDE,INC,1988
MOTIHARI,Bihar, PRABHAWATI GUPTA,INC,1988
GOPALGANJ,Bihar, KALI PRASAD PANDEY,IND,1988
SIWAN,Bihar, ABDUL GHAFOOR,INC,1988
MAHARAJGANJ,Bihar, KRISHNAPRATAP SINGH,INC,1988
CHAPRA,Bihar, RAM BAHADUR SINGH,JNP,1988
HAJIPUR (SC),Bihar, RAM RATAN RAM,INC,1988
VAISHALI,Bihar, KISHORI SINHA,INC,1988
MUZAFFARPUR,Bihar, LALITESHWAR PRASAD SHAHI,INC,1988
SITAMARHI,Bihar, RANSHRESTH KHIRHAR,INC,1988
SHEOHAR,Bihar, RAM DULARI SINGH,INC,1988
MADHUBANI,Bihar, ABDUL HANNAN AN,INC,1988
JHANJHARPUR,Bihar, GAURI SHANKAR RAJHANS,INC,1988
DARBHANGA,Bihar, VIJAY KUMAR MISHRA,LKD,1988
ROSERA (SC),Bihar, RAM BHAGAT PASWAN,INC,1988
SAMASTIPUR,Bihar, RAMDEO RAI,INC,1988
BARH,Bihar, PRAKASH CHANDRA,INC,1988
BALIA,Bihar, CHANDRA BHANU DEVI,INC,1988
SAHARSA,Bihar, CHANDRA KISHORE PATHAK,INC,1988
MADHEPURA,Bihar, MAHABIR PRASAD YADAV,INC,1988
ARARIA (SC),Bihar, DOOMAR LAL BAITHA,INC,1988
KISHANGANJ,Bihar,S. SHAHABUDDIN,JNP,1988
PURNEA,Bihar, MADHUREE SINGH,INC,1988
KATIHAR,Bihar, TARIQ ANWAR,INC,1988
RAJMAHAL (ST),Bihar, SETH HEMBROM,INC,1988
DUMKA (ST),Bihar, PRITHIWI CHAND KISKU,INC,1988
GODDA,Bihar,SALAUDDIN,INC,1988
BANKA,Bihar,MANORAMA SINGH (W),INC,1988
BHAGALPUR,Bihar, BHAGWAT JHA AZAD,INC,1988
KHAGARIA,Bihar, CHANDRA SHEKHAR PRASAD VERMA,INC,1988
MONGHYR,Bihar, DEVENDRA PD. YADAV,INC,1988
BEGUSARAI,Bihar, KRISHNA SHAHI,INC,1988
NALANDA,Bihar, VIJAY KUMAR YADAV,CPI,1988
PATNA,Bihar, C. P. THAKUR,INC,1988
ARRAH,Bihar, BALI RAM BHAGAT,INC,1988
BUXAR,Bihar, KAMLA KANT TIWARI,INC,1988
SASARAM (SC),Bihar, JAGJIWAN RAM,ICJ,1988
AURANGABAD,Bihar, SATYENDRA NARAIN SINGH,INC,1988
JAHANABAD,Bihar, RAMASHARAY PD. SINGH,CPI,1988
NAWADA (SC),Bihar, KUNWAR RAM,INC,1988
GAYA (SC),Bihar, RAM SWAROOP RAM,INC,1988
CHATRA,Bihar, YOGESHWAR PRASAD YOGESH,INC,1988
KODARMA,Bihar, TILAK DHARI SINGH,INC,1988
GIRIDIH,Bihar, SARFRAJ AHMED,INC,1988
DHANBAD,Bihar, SHANKAR DAYAL SINGH,INC,1988
HAZARIBAGH,Bihar, DAMODAR PANDEY,INC,1988
RANCHI,Bihar, SHEO PRASAD SAHU,INC,1988
JAMSHEDPUR,Bihar, GOPESHWAR,INC,1988
SINGHBHUM (ST),Bihar, BEGUN SUMBRUI,INC,1988
KHUNTI (ST),Bihar, SIMON TIGGA,INC,1988
LOHARDAGA (ST),Bihar, SUMATI ORAON,INC,1988
BAGAHA (SC) ,Bihar,BHOLA RAUT ,INC,1988
BIKRAMGANJ ,Bihar,TAPESHWAR SINGH, INC,1988
PALAMAU (SC) ,Bihar,KAMLA KUMARI ,INC,1988
SURENDRANAGAR,Gujarat, JHALA DIGIVIJAYSINHJI PRATAPSINHJI,INC,1988
JAMNAGAR,Gujarat, JADEJA DAULATSINH PARTAP SINH,INC,1988
RAJKOT,Gujarat, MAVANI RAMABEN RAMJIBHAI,INC,1988
PORBANDAR,Gujarat, ODEDARA BHARATBHAI MALDEVJI,INC,1988
JUNAGADH,Gujarat, PATEL MOHANBHAI LALJIBHAI,INC,1988
AMRELI,Gujarat, RAVANI NAVINCHANDRABHAI PARMANANDDAS,INC,1988
BHAVNAGAR,Gujarat, GOHIL GIGABHAI BHAVUBHAI,INC,1988
DHANDHUKA (SC),Gujarat, NARSINHBHAI KARSANBHAI MAKWANA,INC,1988
AHMEDABAD,Gujarat, HAROOBHAI MEHTA,INC,1988
GANDHINAGAR,Gujarat, G.I.PATEL,INC,1988
MEHSANA,Gujarat, A.K.PATEL,BJP,1988
PATAN (SC),Gujarat, VANKAR PUNAMCHAND MITHABHAI,INC,1988
BANASKANTHA,Gujarat, B.K.GADHVI,INC,1988
SABARKANTHA,Gujarat, H.M.PATEL,JNP,1988
KAPADVANJ,Gujarat, SOLANKI NATAVERSINGH KESARISINGHJI,INC,1988
DOHAD (ST),Gujarat, DAMOR SOMJIBHAI PUNJABHAI,INC,1988
GODHRA,Gujarat,P. S. PURSOTTAMBHAI,JNP,1988
KAIRA,Gujarat, AJITSINH FULSINHJI DYABHAI,INC,1988
ANAND,Gujarat, ISHVERBHAI KHODABHAI CHAVADA,INC,1988
BARODA,Gujarat, GAEKWAD RANJITSINH PRATAPSHINH,INC,1988
BROACH,Gujarat, PATEL AHMEDBHAI MOHAMMEDBHAI,INC,1988
SURAT,Gujarat, PATEL CHHAGANBHAI DEVABHAI,INC,1988
KUTCH ,Gujarat,USHABEN RAGHAVJI THAKKAR ,INC,1988
CHHOTA UDAIPUR (ST) ,Gujarat,RATHWA AMARSINH VIRIYABHAI ,INC,1988
MANDVI (ST) ,Gujarat,GAMIT CHHITUBHAI DEVJIBHAI ,INC,1988
BULSAR (ST) ,Gujarat,PATEL UTTAMBHAI HARJIBHAI ,INC,1988
KURUKSHETRA,Haryana, HARPAL SINGH,INC,1988
KARNAL,Haryana, CHIRANJI LAL,INC,1988
SONEPAT,Haryana, DHARAM PAL SINGH,INC,1988
ROHTAK,Haryana, HARDWARI LAL,LKD,1988
FARIDABAD,Haryana,K. A. CHAUDHRY,LKD,1988
MAHENDRAGARH,Haryana, BIRENDER SINGH,INC,1988
BHIWANI,Haryana,R. N. SINGH,LKD,1988
HISSAR,Haryana, BIRINDER SINGH,INC,1988
AMBALA (SC) ,Haryana,RAM PRAKASH ,INC,1988
SIRSA (SC) ,Haryana,H. RAM,LKD,1988
MANDI,Himachal Pradesh,SUKH RAM,INC,1988
KANGRA,Himachal Pradesh,CHANDRESH KUMARI,INC,1988
SIMLA (SC) ,Himachal Pradesh,KRISHAN DUTT SULTANPURI,INC,1988
HAMIRPUR ,Himachal Pradesh,NARAIN CHAND ,INC,1988
GULBARGA,Karnataka, VEERENIRA PATIL,INC,1988
RAICHUR,Karnataka,M. Y. CHORPADE,INC,1988
KOPPAL,Karnataka, H. G. RAMULU,INC,1988
BELLARY,Karnataka, BASAVARAJESWARI,INC,1988
DAVANGERE,Karnataka, CHANNAIAH ODEYAR,INC,1988
CHITRADURGA,Karnataka, K. H. RANGANATH,INC,1988
TUMKUR,Karnataka, G. S. BASAVARAJU,INC,1988
CHIKBALLAPUR,Karnataka, V. KRISHNA RAO,INC,1988
KOLAR (SC),Karnataka, V. VENKATESH,JNP,1988
KANAKAPURA,Karnataka, M. V. CHANDRASHEKARA MURTHY,INC,1988
BANGALORE NORTH,Karnataka, C. K. JAFFER SHARIEF,INC,1988
BANGALORE SOUTH,Karnataka, V. S. KRISHNA IYER,JNP,1988
MANDYA,Karnataka, K. V. SHANKARAGOWDA,JNP,1988
MYSORE,Karnataka, SRIKANTADATTA NARASIMHARAJA WADIYAR,INC,1988
MANGALORE,Karnataka, JANARDHANA POOJARY,INC,1988
HASSAN,Karnataka, H. N. NANJEGOWDA,INC,1988
CHIKMAGALUR,Karnataka, D. K. TARADEVI,INC,1988
SHIMOGA,Karnataka, T. V. CHANDRASHEKARAPPA,INC,1988
KANARA,Karnataka, G. DEVARAY NAIK,INC,1988
DHARWAD SOUTH,Karnataka, AZEEZ SAIT,INC,1988
DHARWAD NORTH,Karnataka, NAIKAR DYAMAPPA KALLAPPA,INC,1988
BELGAUM,Karnataka, SIDNAL SHANMUKHAPPA BASAPPA,INC,1988
CHIKKODI (SC),Karnataka, B. SHANKARANAD,INC,1988
BAGALKOT,Karnataka, PATIL HANMANTAGOUDA BHIMANAGOUDA,INC,1988
BIDAR (SC) ,Karnataka,NASING SURYAVANSI ,INC,1988
CHAMARAJANAGAR (SC) ,Karnataka,V. SREENIVASA PRASAD ,INC,1988
UDUPI ,Karnataka,OSCAR FERNANDES ,INC,1988
BIJAPUR ,Karnataka,GURADDI SHIVASHANKAREPPA MALLAPPA ,JNP,1988
CANNANORE,Kerala, MULIAPPALLI RAMACHANDRAN,INC,1988
BADAGARA,Kerala, K. P. UNNIKRISHNAN,ICS,1988
CALICUT,Kerala, K. G. ADIYODI,INC,1988
MANJERI,Kerala, EBRAHIM SULAMAN SAIT,MUL,1988
PONNANI,Kerala, G. M. BANATWALLA,MUL,1988
PALGHAT,Kerala, V. S. VIJAYARAGHAVAN,INC,1988
OTTAPALAM (SC),Kerala, K. R. NARAYANAN,INC,1988
TRICHUR,Kerala, P. A. ANTONY,INC,1988
MUKUNDAPURAM,Kerala, K. MOHANDAS,KCJ,1988
ERNAKULAM,Kerala, K. V. THOMAS,INC,1988
MUVATTUPUZHA,Kerala, GEORGE JOSEPH MUNDAKKAL (BABY),KCJ,1988
KOTTAYAM,Kerala, SURESH KURUP,CPM,1988
IDUKKI,Kerala, P. J. KURIAN,INC,1988
ALLEPPEY,Kerala, VAKKON PURUSHOTHAMAN,INC,1988
MAVELIKARA,Kerala, THAMPAN THOMAS,JNP,1988
ADOOR (SC),Kerala, K. K. KUNHAMBU,INC,1988
QUILON,Kerala, S. KRISHNA KUMAR,INC,1988
CHIRAYINKIL,Kerala, THALEKKUNNIL BASHEER,INC,1988
KASARAGOD ,Kerala,I. RAMA RAI ,INC,1988
TRIVANDRUM ,Kerala,A. CHARLES ,INC,1988
BHIND,Madhya Pradesh, KRISHNA SINGH,INC,1988
GWALIOR,Madhya Pradesh, MADHAVRAO JIWAJIRAO SCINDIA,INC,1988
GUNA,Madhya Pradesh, MAHENDRA SINGH,INC,1988
SAGAR (SC),Madhya Pradesh, NANDLAL CHOUDHARY,INC,1988
KHAJURAHO,Madhya Pradesh, CHATURVEDI VIDYAWATI,INC,1988
DAMOH,Madhya Pradesh, DAL CHANDRA JAIN,INC,1988
SATNA,Madhya Pradesh, AZIZ QURESHI,INC,1988
REWA,Madhya Pradesh, MARTAND SINGH,INC,1988
SIDHI (ST),Madhya Pradesh, MOTILAL SINGH,INC,1988
SHAHDOL (ST),Madhya Pradesh, DALBIR SINGH,INC,1988
RAIGARH (ST),Madhya Pradesh, PUSHPA DEVI,INC,1988
JANJGIR,Madhya Pradesh, PRABHAT KUMAR MISHRA,INC,1988
BILASPUR (SC),Madhya Pradesh, KHELAN RAM JANGDE,INC,1988
SARANGARH (SC),Madhya Pradesh, PARASRAM BHARADWAJ,INC,1988
RAIPUR,Madhya Pradesh, KAIYUR BHUSHAN,INC,1988
MAHASAMUND,Madhya Pradesh, VIDYACHARAN SHUKLA,INC,1988
KANKER (ST),Madhya Pradesh, ARVIND NETAM,INC,1988
BASTAR (ST),Madhya Pradesh, MANKURAM SODI,INC,1988
DURG,Madhya Pradesh, CHANDULAL CHANDRAKAR,INC,1988
RAJNANDGAON,Madhya Pradesh, SHIVENDRA BAHADUR SINGH,INC,1988
BALAGHAT,Madhya Pradesh, NANDKISHORE SHARMA,INC,1988
MANDLA (ST),Madhya Pradesh, MOHAN LAL,INC,1988
JABALPUR,Madhya Pradesh, AJAY NARAYAN MUSHRAN,INC,1988
SEONI,Madhya Pradesh, GARGISHANKER MISHRA,INC,1988
CHHINDWARA,Madhya Pradesh, KAMAL NATH,INC,1988
BETUL,Madhya Pradesh, ASLAM SHERKHAN,INC,1988
HOSHANGABAD,Madhya Pradesh, RAMESHWAR NIKHRA,INC,1988
BHOPAL,Madhya Pradesh, K. N. PRADHAN,INC,1988
VIDISHA,Madhya Pradesh, PRATAPBHANU KRISHNA GOPAL,INC,1988
RAJGARH,Madhya Pradesh, DIGVIJAI SINGH,INC,1988
SHAJAPUR (SC),Madhya Pradesh, BAPULAL MALVIYA,INC,1988
KHANDWA,Madhya Pradesh, KALICHARAN RAMRATAN,INC,1988
KHARGONE,Madhya Pradesh, SUBHASH YADAV,INC,1988
DHAR (ST),Madhya Pradesh, PRATAPSINGH BAGHEL,INC,1988
INDORE,Madhya Pradesh, PRAKASH CHAND SETHI,INC,1988
UJJAIN (SC),Madhya Pradesh, SATYANARAYAN PAWAR,INC,1988
JHABUA (ST),Madhya Pradesh, DILEEP SINGH BHURIO,INC,1988
MORENA (SC) ,Madhya Pradesh,KAMMODILAL JATAV ,INC,1988
SURGUJA (ST) ,Madhya Pradesh,VIJAI PRATAP SINGH ,INC,1988
MANDSAUR ,Madhya Pradesh,BALKAVI BAIRAGI (NANDRAMDAS DWARKADAS) ,INC,1988
RATNAGIRI,Maharashtra, HUSEN DALWAI,INC,1988
KOLABA,Maharashtra, D. B. PATIL,PWP,1988
BOMBAY SOUTH,Maharashtra, DEORA MURLI,INC,1988
THANE,Maharashtra, GHOPAL SHANTARAM GOPAL,INC,1988
DAHANU (ST),Maharashtra, SHINGADA DAMU BARKU,INC,1988
MALEGAON (ST),Maharashtra, BHOYE SITARAM SAYAJI,INC,1988
DHULE,Maharashtra, (ST) BHOYE RESHAMA  MOTIRAM,INC,1988
ERANDOL,Maharashtra, VIJAYKUMAR NAVAL PATIL,INC,1988
JALGAON,Maharashtra, MAHAJAN YADAV SHIVRAM,INC,1988
BULDHANA (SC),Maharashtra, WASNIK MUKUL BALKRISHNA,INC,1988
AKOLA,Maharashtra, MADHUSUDAN ATMARAM VAIRALE,INC,1988
WASHIM,Maharashtra, GHULAM NABI AZAD,INC,1988
AMRAVATI,Maharashtra, CHOUDHARY USHATAI PRAKASH,INC,1988
RAMTEK,Maharashtra, NARSIMHA RAO P. V.,INC,1988
NAGPUR,Maharashtra, BANWARILAL BHAGWANDAS PUROHIT,INC,1988
BHANDARA,Maharashtra, KESHAORAO ATMARAMJI PARDHI,INC,1988
CHIMUR,Maharashtra, MUTTEMWAR VILAS BABURAO,INC,1988
CHANDRAPUR,Maharashtra, POTDUKHE SHANTARAM RAJESHWAR,INC,1988
WARDHA,Maharashtra, SATHE VASANT PURUSHOTTAM,INC,1988
YAVATMAL,Maharashtra, PATIL UTTAMRAO DEORAO,INC,1988
HINGOLI,Maharashtra, RATHODE UTTAMRAOJI BALIRAMJI,INC,1988
NANDED,Maharashtra,C.A.SHANKARRAO,INC,1988
PARBHANI,Maharashtra, YADAV RAMRAO NARAYANRAO,INC,1988
JALNA,Maharashtra, BALASAHEB RAMRAO PAWAR,INC,1988
AURANGABAD,Maharashtra, SAHEBRAO P.DONGAONKAR,ICS,1988
BEED,Maharashtra, KSHIRSAGAR KEHSARBAI SONAJIRAO,INC,1988
LATUR,Maharashtra, PATIL SHIVRAJ VISHWANATH,INC,1988
OSMANABAD (SC),Maharashtra, ARVIND TULSHIRAMJI KAMBLE,INC,1988
PANDHARPUR (SC),Maharashtra, THORAT SANDIPAN BHAGWAN,INC,1988
AHMEDNAGAR,Maharashtra, GADAKH YESHWANTRAO KANKARRAO,INC,1988
KOPARGAON,Maharashtra, VIKHE EKNATHRAO ALIAS BALESAHEB VITHALRAO,INC,1988
KHED,Maharashtra, RAMKRISHNA MORE,INC,1988
PUNE,Maharashtra, GADIL VITHALRAO NARHARI,INC,1988
BARAMATI,Maharashtra,K. S. SAHEBRAO,JNP,1988
SATARA,Maharashtra, BHOSALE PRATAPRAO BABURAO,INC,1988
KARAD,Maharashtra, CHAVAN PREMALABAI DAJISAHEB,INC,1988
SANGLI,Maharashtra, PATIL PRAKASH VASANTRAO,INC,1988
ICHALKARANJI,Maharashtra, MANE BALASO ALIAS RAJARAM SHANKARRAO,INC,1988
RAJAPUR ,Maharashtra,MADHU DANDAVATE ,JNP,1988
BOMBAY SOUTH CENTRAL ,Maharashtra,DATTA  SAMANT ,IND,1988
BOMBAY NORTH CENTRAL ,Maharashtra,DIGHE SHARAD SHANKAR ,INC,1988
BOMBAY NORTH EAST ,Maharashtra,GURUDAS KAMAT ,INC,1988
BOMBAY NORTH WEST ,Maharashtra,SUNIL DUTT ,INC,1988
BOMBAY NORTH ,Maharashtra,ANOOPCHAND KHIMCHAND SHAH ,INC,1988
NASHIK ,Maharashtra,MANE MURLIDHAR PANDURANG ,INC,1988
NANDURBAR (ST) ,Maharashtra,GAVIT MANIKRAO HOLDYA ,INC,1988
SHOLAPUR ,Maharashtra,KUCHAN GANGADHAR SINRAMAPPA ,INC,1988
KOLHAPUR ,Maharashtra,GAIKWAD UDAYSINGRAO NANASAHEB ,INC,1988
